"NODC","RACE","NORPAC","NAME","IDLEVEL","MSVPA_PRED","MSVPA_PREY","ECOPATH_PRED","ECOPATH_PREY.x","GOAPOLL_PRED","GOAPOLL_PREY","BSIERP_PRED","BSIERP_PREY","NODC_CODE","BASE_NAME","LENFEST_NAME","WEBSITE_NAME","CRAB_TEAM","ECOPATH_PREY.y","EBS_CRAB","GOA_MED","HUDSON","EGOA","TROY","SSC_2023"
6179220106,66530,1,"Crangon dalli (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp",6179220106,"Crangon dalli (shrimp)","Crangonidae_shrimp","Crangonidae (shrimp)","Shrimp","NP Shrimp","Shrimp","Benthic.zoop","zoop_other","Motile_epifauna","zoop_other","zoop_other"
6179220107,66517,1,"Crangon franciscorum",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp",6179220107,"Crangon franciscorum","Crangonidae_shrimp","Crangonidae (shrimp)","Shrimp","NP Shrimp","Shrimp","Benthic.zoop","zoop_other","Motile_epifauna","zoop_other","zoop_other"
6179220109,66515,1,"Crangon communis (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp",6179220109,"Crangon communis (shrimp)","Crangonidae_shrimp","Crangonidae (shrimp)","Shrimp","NP Shrimp","Shrimp","Benthic.zoop","zoop_other","Motile_epifauna","zoop_other","zoop_other"
6179220113,NA,1,"Crangon variabilis",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp",6179220113,"Crangon variabilis","Crangonidae_shrimp","Crangonidae (shrimp)","Shrimp","NP Shrimp","Shrimp","Benthic.zoop","zoop_other","Motile_epifauna","zoop_other","zoop_other"
6179220116,66520,1,"Crangon resima (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp",6179220116,"Crangon resima (shrimp)","Crangonidae_shrimp","Crangonidae (shrimp)","Shrimp","NP Shrimp","Shrimp","Benthic.zoop","zoop_other","Motile_epifauna","zoop_other","zoop_other"
6179220124,66510,1,"Crangon abyssorum (abyssal crangon)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp",6179220124,"Crangon abyssorum (abyssal crangon)","Crangonidae_shrimp","Crangonidae (shrimp)","Shrimp","NP Shrimp","Shrimp","Benthic.zoop","zoop_other","Motile_epifauna","zoop_other","zoop_other"
6179220200,NA,1,"Sclerocrangon",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp",6179220200,"Sclerocrangon","Crangonidae_shrimp","Crangonidae (shrimp)","Shrimp","NP Shrimp","Shrimp","Benthic.zoop","zoop_other","Motile_epifauna","zoop_other","zoop_other"
6179220201,NA,1,"Sclerocrangon boreas (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp",6179220201,"Sclerocrangon boreas (shrimp)","Crangonidae_shrimp","Crangonidae (shrimp)","Shrimp","NP Shrimp","Shrimp","Benthic.zoop","zoop_other","Motile_epifauna","zoop_other","zoop_other"
6179220202,66602,1,"Rhynocrangon alata (saddle-back shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp",6179220202,"Rhynocrangon alata (saddle-back shrimp)","Crangonidae_shrimp","Crangonidae (shrimp)","Shrimp","NP Shrimp","Shrimp","Benthic.zoop","zoop_other","Motile_epifauna","zoop_other","zoop_other"
6179220203,NA,1,"Sclerocrangon sharpi",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp",6179220203,"Sclerocrangon sharpi","Crangonidae_shrimp","Crangonidae (shrimp)","Shrimp","NP Shrimp","Shrimp","Benthic.zoop","zoop_other","Motile_epifauna","zoop_other","zoop_other"
6179220300,66570,1,"Argis sp. (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp",6179220300,"Argis sp. (shrimp)","Crangonidae_shrimp","Crangonidae (shrimp)","Shrimp","NP Shrimp","Shrimp","Benthic.zoop","zoop_other","Motile_epifauna","zoop_other","zoop_other"
6179220301,66611,1,"Argis lar (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp",6179220301,"Argis lar (shrimp)","Crangonidae_shrimp","Crangonidae (shrimp)","Shrimp","NP Shrimp","Shrimp","Benthic.zoop","zoop_other","Motile_epifauna","zoop_other","zoop_other"
6179220302,66580,1,"Argis dentata (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp",6179220302,"Argis dentata (shrimp)","Crangonidae_shrimp","Crangonidae (shrimp)","Shrimp","NP Shrimp","Shrimp","Benthic.zoop","zoop_other","Motile_epifauna","zoop_other","zoop_other"
6179220303,66614,1,"Argis ovifer (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp",6179220303,"Argis ovifer (shrimp)","Crangonidae_shrimp","Crangonidae (shrimp)","Shrimp","NP Shrimp","Shrimp","Benthic.zoop","zoop_other","Motile_epifauna","zoop_other","zoop_other"
6179220304,66575,1,"Argis alaskensis (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp",6179220304,"Argis alaskensis (shrimp)","Crangonidae_shrimp","Crangonidae (shrimp)","Shrimp","NP Shrimp","Shrimp","Benthic.zoop","zoop_other","Motile_epifauna","zoop_other","zoop_other"
6179220305,66612,1,"Argis crassa",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp",6179220305,"Argis crassa","Crangonidae_shrimp","Crangonidae (shrimp)","Shrimp","NP Shrimp","Shrimp","Benthic.zoop","zoop_other","Motile_epifauna","zoop_other","zoop_other"
6179221100,66606,1,"Rhynocrangon sp.",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp",6179221100,"Rhynocrangon sp.","Crangonidae_shrimp","Crangonidae (shrimp)","Shrimp","NP Shrimp","Shrimp","Benthic.zoop","zoop_other","Motile_epifauna","zoop_other","zoop_other"
6179221300,66533,1,"Metacrangon sp. (spinyhead shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp",6179221300,"Metacrangon sp. (spinyhead shrimp)","Crangonidae_shrimp","Crangonidae (shrimp)","Shrimp","NP Shrimp","Shrimp","Benthic.zoop","zoop_other","Motile_epifauna","zoop_other","zoop_other"
6179221303,66534,1,"Metacrangon munita",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp",6179221303,"Metacrangon munita","Crangonidae_shrimp","Crangonidae (shrimp)","Shrimp","NP Shrimp","Shrimp","Benthic.zoop","zoop_other","Motile_epifauna","zoop_other","zoop_other"
6179221305,NA,1,"Metacrangon spinosissima (southern spinyhead)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp",6179221305,"Metacrangon spinosissima (southern spinyhead)","Crangonidae_shrimp","Crangonidae (shrimp)","Shrimp","NP Shrimp","Shrimp","Benthic.zoop","zoop_other","Motile_epifauna","zoop_other","zoop_other"
6179221306,66535,1,"Metacrangon variabilis (deepsea spinyhead)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp",6179221306,"Metacrangon variabilis (deepsea spinyhead)","Crangonidae_shrimp","Crangonidae (shrimp)","Shrimp","NP Shrimp","Shrimp","Benthic.zoop","zoop_other","Motile_epifauna","zoop_other","zoop_other"
6.18e+09,NA,1,"Reptantia (crab)",0,NA,"MISC. PREY","Gen. Crab","Gen. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6.18e+09,"Reptantia (crab)","General_crab","Misc Crab","Misc Crab","Gen. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6180000001,NA,1,"Decapoda Reptantia legs (for unident. crabs)",0,NA,"MISC. PREY","Gen. Crab","Gen. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6180000001,"Decapoda Reptantia legs (for unident. crabs)","General_crab","Misc Crab","Misc Crab","Gen. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6182030102,NA,1,"Stereomastis sculpta (polychelid lobster)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6182030102,"Stereomastis sculpta (polychelid lobster)","Lobster","Misc Crab","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6.183e+09,69000,1,"Anomura (crab)",0,NA,"MISC. PREY","Gen. Crab","Gen. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6.183e+09,"Anomura (crab)","Misc_Anomura","Misc Anomura","Misc Crab","Gen. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183004001,NA,1,"Pleuroncodes planipes (pelagic red crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183004001,"Pleuroncodes planipes (pelagic red crab)","Misc_Anomura","Misc Anomura","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183020000,NA,1,"Axiidae (Mud shrimps)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183020000,"Axiidae (Mud shrimps)","Misc_Anomura","Misc Anomura","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183020101,69642,1,"Calastacus investigatoris (mud shrimp)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183020101,"Calastacus investigatoris (mud shrimp)","Misc_Anomura","Misc Anomura","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183020103,NA,1,"Calastacus quinqueseriatus (mud shrimp)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183020103,"Calastacus quinqueseriatus (mud shrimp)","Misc_Anomura","Misc Anomura","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183020400,NA,1,"Axiopsis sp. (mud shrimp)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183020400,"Axiopsis sp. (mud shrimp)","Misc_Anomura","Misc Anomura","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183020402,NA,1,"Axiopsis spinulicauda (mud shrimp)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183020402,"Axiopsis spinulicauda (mud shrimp)","Misc_Anomura","Misc Anomura","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183040000,NA,1,"Callianassidae (mud shrimp)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183040000,"Callianassidae (mud shrimp)","Misc_Anomura","Misc Anomura","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183040200,NA,1,"Callianopsis sp. (mud shrimp)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183040200,"Callianopsis sp. (mud shrimp)","Misc_Anomura","Misc Anomura","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183040203,69652,1,"Callianassa goniopthalma (mud shrimp)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183040203,"Callianassa goniopthalma (mud shrimp)","Misc_Anomura","Misc Anomura","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183040204,69653,1,"Callianassa californiensis (ghost shrimp)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183040204,"Callianassa californiensis (ghost shrimp)","Misc_Anomura","Misc Anomura","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183060000,69010,1,"Paguridae (hermit crab)",0,NA,"MISC. PREY","Hermit Crab","Hermit Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183060000,"Paguridae (hermit crab)","General_hermits","Paguridae","Misc Crab","Hermit Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183060001,NA,1,"Paguridae legs (hermit crabs)",0,NA,"MISC. PREY","Hermit Crab","Hermit Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183060001,"Paguridae legs (hermit crabs)","General_hermits","Paguridae","Misc Crab","Hermit Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183060200,69035,1,"Pagurus sp. (hermit crab)",0,NA,"MISC. PREY","Hermit Crab","Hermit Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183060200,"Pagurus sp. (hermit crab)","Pagurus_hermits","Paguridae","Misc Crab","Hermit Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183060202,69090,1,"Pagurus ochotensis (hermit crab)",0,NA,"MISC. PREY","Hermit Crab","Hermit Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183060202,"Pagurus ochotensis (hermit crab)","Pagurus_hermits","Paguridae","Misc Crab","Hermit Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183060203,69060,1,"Pagurus aleuticus (aleutian hermit)",0,NA,"MISC. PREY","Hermit Crab","Hermit Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183060203,"Pagurus aleuticus (aleutian hermit)","Pagurus_hermits","Paguridae","Misc Crab","Hermit Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183060207,69085,1,"Pagurus kennerlyi (blue spined hermit)",0,NA,"MISC. PREY","Hermit Crab","Hermit Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183060207,"Pagurus kennerlyi (blue spined hermit)","Pagurus_hermits","Paguridae","Misc Crab","Hermit Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183060216,69070,1,"Pagurus confragosus (knobby hand hermit)",0,NA,"MISC. PREY","Hermit Crab","Hermit Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183060216,"Pagurus confragosus (knobby hand hermit)","Pagurus_hermits","Paguridae","Misc Crab","Hermit Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183060218,69080,1,"Pagurus cornutus (corny hand hermit)",0,NA,"MISC. PREY","Hermit Crab","Hermit Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183060218,"Pagurus cornutus (corny hand hermit)","Pagurus_hermits","Paguridae","Misc Crab","Hermit Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183060219,69086,1,"Pagurus trigonocheirus (hermit crab)",0,NA,"MISC. PREY","Hermit Crab","Hermit Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183060219,"Pagurus trigonocheirus (hermit crab)","Pagurus_hermits","Paguridae","Misc Crab","Hermit Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183060221,69042,1,"Pagurus brandti (sponge hermit crab)",0,NA,"MISC. PREY","Hermit Crab","Hermit Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183060221,"Pagurus brandti (sponge hermit crab)","Pagurus_hermits","Paguridae","Misc Crab","Hermit Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183060225,69095,1,"Pagurus rathbuni (hermit crab)",0,NA,"MISC. PREY","Hermit Crab","Hermit Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183060225,"Pagurus rathbuni (hermit crab)","Pagurus_hermits","Paguridae","Misc Crab","Hermit Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183060300,69123,1,"Elassochirus sp.",0,NA,"MISC. PREY","Hermit Crab","Hermit Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183060300,"Elassochirus sp.","Elassochirus_hermits","Paguridae","Misc Crab","Hermit Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183060301,22216,1,"Elassochirus tenuimanus (widehand hermit)",0,NA,"MISC. PREY","Hermit Crab","Hermit Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183060301,"Elassochirus tenuimanus (widehand hermit)","Elassochirus_hermits","Paguridae","Misc Crab","Hermit Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183060302,69121,1,"Elassochirus cavimanus (purple hermit crab)",0,NA,"MISC. PREY","Hermit Crab","Hermit Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183060302,"Elassochirus cavimanus (purple hermit crab)","Elassochirus_hermits","Paguridae","Misc Crab","Hermit Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183060303,39122,1,"Elassochirus gilli (red hermit crab)",0,NA,"MISC. PREY","Hermit Crab","Hermit Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183060303,"Elassochirus gilli (red hermit crab)","Elassochirus_hermits","Paguridae","Misc Crab","Hermit Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183060401,69061,1,"Labidochirus splendescens (splendid hermit crab)",0,NA,"MISC. PREY","Hermit Crab","Hermit Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183060401,"Labidochirus splendescens (splendid hermit crab)","Labidochirus_hermits","Paguridae","Misc Crab","Hermit Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183080000,NA,1,"Lithodidae (king crab)",0,NA,"MISC. PREY","King Crab","King Crab",NA,"KING CRAB",NA,"COMM CRAB",6183080000,"Lithodidae (king crab)","General_king_crab","Misc Lithodidae","King Crab","King Crab","King.crab","Motile.epifauna","benthos","King_crab","benthos","benthos"
6183080001,NA,1,"Lithodidae (king crab - legs only)",0,NA,"MISC. PREY","King Crab","King Crab",NA,"KING CRAB",NA,"COMM CRAB",6183080001,"Lithodidae (king crab - legs only)","General_king_crab","Misc Lithodidae","King Crab","King Crab","King.crab","Motile.epifauna","benthos","King_crab","benthos","benthos"
6183080101,69285,1,"Acantholithodes hispidus (fussy crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183080101,"Acantholithodes hispidus (fussy crab)","Misc_Lithodidae","Misc Lithodidae","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183080201,96316,1,"Hapalogaster grebnitzkii",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183080201,"Hapalogaster grebnitzkii","Misc_Lithodidae","Misc Lithodidae","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183080301,69312,1,"Dermaturus mandtii (wrinkled crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183080301,"Dermaturus mandtii (wrinkled crab)","Misc_Lithodidae","Misc Lithodidae","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183080501,69336,1,"Placetron wosnessenskii (scale crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183080501,"Placetron wosnessenskii (scale crab)","Misc_Lithodidae","Misc Lithodidae","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183080601,NA,1,"Phyllolithodes papillosus",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183080601,"Phyllolithodes papillosus","Misc_Lithodidae","Misc Lithodidae","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183080700,69321,1,"Paralithodes sp. (king crab)",0,NA,"MISC. PREY","King Crab","King Crab",NA,"KING CRAB",NA,"King Crab",6183080700,"Paralithodes sp. (king crab)","General_king_crab","Misc Lithodidae","King Crab","King Crab","King.crab","Motile.epifauna","benthos","King_crab","benthos","benthos"
6183080701,69322,1,"Paralithodes camtschatica (red king crab)",0,NA,"MISC. PREY","King Crab","King Crab",NA,"KING CRAB",NA,"King Crab",6183080701,"Paralithodes camtschatica (red king crab)","Red_king_crab","Red King Crab","King Crab","King Crab","King.crab","Motile.epifauna","benthos","King_crab","benthos","benthos"
6183080702,69323,1,"Paralithodes platypus (blue king crab)",0,NA,"MISC. PREY","King Crab","King Crab",NA,"KING CRAB",NA,"King Crab",6183080702,"Paralithodes platypus (blue king crab)","Blue_king_crab","Blue King Crab","King Crab","King Crab","King.crab","Motile.epifauna","benthos","King_crab","benthos","benthos"
6183080703,69320,1,"Paralithodes brevipes (brown king crab)",0,NA,"MISC. PREY","King Crab","King Crab",NA,"KING CRAB",NA,"King Crab",6183080703,"Paralithodes brevipes (brown king crab)","Brown_king_crab","Misc Lithodidae","King Crab","King Crab","King.crab","Motile.epifauna","benthos","King_crab","benthos","benthos"
6183080801,69310,1,"Lithodes aequispina (golden king crab)",0,NA,"MISC. PREY","King Crab","King Crab",NA,"KING CRAB",NA,"King Crab",6183080801,"Lithodes aequispina (golden king crab)","Golden_king_crab","Misc Lithodidae","King Crab","King Crab","King.crab","Motile.epifauna","benthos","King_crab","benthos","benthos"
6183080802,96300,1,"Lithodes couesi (couesi king crab)",0,NA,"MISC. PREY","King Crab","King Crab",NA,"KING CRAB",NA,"King Crab",6183080802,"Lithodes couesi (couesi king crab)","Couesi_king_crab","Misc Lithodidae","King Crab","King Crab","King.crab","Motile.epifauna","benthos","King_crab","benthos","benthos"
6183080901,69335,1,"Paralomis multispina (crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183080901,"Paralomis multispina (crab)","Misc_Lithodidae","Misc Lithodidae","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183081000,69260,1,"Lopholithodes sp. (box crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183081000,"Lopholithodes sp. (box crab)","Misc_Lithodidae","Misc Lithodidae","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183081001,69280,1,"Lopholithodes mandtii (red box crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183081001,"Lopholithodes mandtii (red box crab)","Misc_Lithodidae","Misc Lithodidae","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183081002,69270,1,"Lopholithodes foraminatus (brown box crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183081002,"Lopholithodes foraminatus (brown box crab)","Misc_Lithodidae","Misc Lithodidae","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183081102,NA,1,"Cryptolithodes typicus (umbrella crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183081102,"Cryptolithodes typicus (umbrella crab)","Misc_Lithodidae","Misc Lithodidae","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183081201,69317,1,"Rhinolithodes wosnessenskii (rhinoceros crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183081201,"Rhinolithodes wosnessenskii (rhinoceros crab)","Misc_Lithodidae","Misc Lithodidae","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183100000,69550,1,"Galatheidae (pelagic slip crabs)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183100000,"Galatheidae (pelagic slip crabs)","Galatheoidea","Misc Anomura","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183100101,69556,1,"Munida quadrispina (pinch bug)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183100101,"Munida quadrispina (pinch bug)","Galatheoidea","Misc Anomura","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183100200,69552,1,"Munidopsis sp. (squat lobster)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183100200,"Munidopsis sp. (squat lobster)","Galatheoidea","Misc Anomura","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6183120000,NA,1,"Porcellanidae (crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183120000,"Porcellanidae (crab)","Porcellanidae","Misc Crab","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6.184e+09,NA,1,"Decapoda brachyura (crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6.184e+09,"Decapoda brachyura (crab)","General_crab","Misc Brachyura","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6.187e+09,NA,1,"Oxyrhyncha",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6.187e+09,"Oxyrhyncha","General_crab","Misc Brachyura","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6187000001,NA,1,"Decapoda Reptantia legs (for unident. crabs)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6187000001,"Decapoda Reptantia legs (for unident. crabs)","General_crab","Misc Brachyura","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
6187010000,68500,1,"Majidae (spider crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6187010000,"Majidae (spider crab)","General_Majidae","Misc Majidae","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
