"SPECIES_CODE","KINGDOM_TAXON","SUBKINGDOM_TAXON","PHYLUM_TAXON","SUBPHYLUM_TAXON","SUPERCLASS_TAXON","CLASS_TAXON","SUBCLASS_TAXON","INFRACLASS_TAXON","DIVISION_TAXON","SUBDIVISION_TAXON","SUPERORDER_TAXON","ORDER_TAXON","SUBORDER_TAXON","INFRAORDER_TAXON","SUPERFAMILY_TAXON","FAMILY_TAXON","SUBFAMILY_TAXON","TRIBE_TAXON","SUBTRIBE_TAXON","GENUS_TAXON","SUBGENUS_TAXON","SECTION_TAXON","SUBSECTION_TAXON","SPECIES_TAXON","SUBSPECIES_TAXON","REPORT_NAME_SCIENTIFIC"
80602,"Animalia",NA,"Echinodermata","Eleutherozoa","Asterozoa","Asteroidea",NA,NA,NA,NA,NA,"Valvatida","Granulosina",NA,NA,"Goniasteridae",NA,NA,NA,"Gephyreaster",NA,NA,NA,"swifti",NA,"Gephyreaster swifti"
80603,"Animalia",NA,"Echinodermata","Eleutherozoa","Asterozoa","Asteroidea",NA,NA,NA,NA,NA,"Valvatida","Granulosina",NA,NA,"Goniasteridae",NA,NA,NA,"Gephyreaster",NA,NA,NA,NA,NA,"Gephyreaster sp."
80610,"Animalia",NA,"Echinodermata","Eleutherozoa","Asterozoa","Asteroidea",NA,NA,NA,NA,NA,"Valvatida","Granulosina",NA,NA,"Goniasteridae",NA,NA,NA,"Pseudarchaster",NA,NA,NA,NA,NA,"Pseudarchaster sp."
80620,"Animalia",NA,"Echinodermata","Eleutherozoa","Asterozoa","Asteroidea",NA,NA,NA,NA,NA,"Valvatida","Granulosina",NA,NA,"Goniasteridae",NA,NA,NA,"Pseudarchaster",NA,NA,NA,"alascensis",NA,"Pseudarchaster alascensis"
80624,"Animalia",NA,"Echinodermata","Eleutherozoa","Asterozoa","Asteroidea",NA,NA,NA,NA,NA,"Valvatida","Granulosina",NA,NA,"Goniasteridae",NA,NA,NA,"Pseudarchaster",NA,NA,NA,"pussillus",NA,"Pseudarchaster pussillus"
80625,"Animalia",NA,"Echinodermata","Eleutherozoa","Asterozoa","Asteroidea",NA,NA,NA,NA,NA,"Valvatida","Granulosina",NA,NA,"Goniasteridae",NA,NA,NA,"Pseudarchaster",NA,NA,NA,"dissonus",NA,"Pseudarchaster dissonus"
80628,"Animalia",NA,"Echinodermata","Eleutherozoa","Asterozoa","Asteroidea",NA,NA,NA,NA,NA,"Valvatida","Granulosina",NA,NA,"Odontasteridae",NA,NA,NA,"Odontaster",NA,NA,NA,NA,NA,"Odontaster sp."
80629,"Animalia",NA,"Echinodermata","Eleutherozoa","Asterozoa","Asteroidea",NA,NA,NA,NA,NA,"Valvatida","Granulosina",NA,NA,"Odontasteridae",NA,NA,NA,"Odontaster",NA,NA,NA,"sp. B (Clark)",NA,"Odontaster sp. B (Clark)"
80630,"Animalia",NA,"Echinodermata","Eleutherozoa","Asterozoa","Asteroidea",NA,NA,NA,NA,NA,"Valvatida","Granulosina",NA,NA,"Goniasteridae",NA,NA,NA,"Hippasteria",NA,NA,NA,NA,NA,"Hippasteria sp."
80631,"Animalia",NA,"Echinodermata","Eleutherozoa","Asterozoa","Asteroidea",NA,NA,NA,NA,NA,"Valvatida","Granulosina",NA,NA,"Goniasteridae",NA,NA,NA,"Hippasteria",NA,NA,NA,"kurilensis",NA,"Hippasteria kurilensis"
80632,"Animalia",NA,"Echinodermata","Eleutherozoa","Asterozoa","Asteroidea",NA,NA,NA,NA,NA,"Valvatida","Granulosina",NA,NA,"Goniasteridae",NA,NA,NA,"Hippasteria",NA,NA,NA,"armata",NA,"Hippasteria armata"
80633,"Animalia",NA,"Echinodermata","Eleutherozoa","Asterozoa","Asteroidea",NA,NA,NA,NA,NA,"Valvatida","Granulosina",NA,NA,"Goniasteridae",NA,NA,NA,"Hippasteria",NA,NA,NA,"aleutica",NA,"Hippasteria aleutica"
80634,"Animalia",NA,"Echinodermata","Eleutherozoa","Asterozoa","Asteroidea",NA,NA,NA,NA,NA,"Valvatida","Granulosina",NA,NA,"Goniasteridae",NA,NA,NA,"Hippasteria",NA,NA,NA,"sp. B (Clark)",NA,"Hippasteria sp. B (Clark)"
80635,"Animalia",NA,"Echinodermata","Eleutherozoa","Asterozoa","Asteroidea",NA,NA,NA,NA,NA,"Valvatida","Granulosina",NA,NA,"Goniasteridae",NA,NA,NA,"Hippasteria",NA,NA,NA,"sp. C (Clark)",NA,"Hippasteria sp. C (Clark)"
80636,"Animalia",NA,"Echinodermata","Eleutherozoa","Asterozoa","Asteroidea",NA,NA,NA,NA,NA,"Valvatida","Granulosina",NA,NA,"Goniasteridae",NA,NA,NA,"Hippasteria",NA,NA,NA,"sp. D (Clark)",NA,"Hippasteria sp. D (Clark)"
72777,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,"sp. D (McLean and Clark)",NA,"Buccinum sp. D (McLean and Clark)"
72778,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,"triplostephanum",NA,"Buccinum triplostephanum"
72779,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,"sp. E (McLean and Clark)",NA,"Buccinum sp. E (McLean and Clark)"
72780,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,"sp. F (McLean and Clark)",NA,"Buccinum sp. F (McLean and Clark)"
72781,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,"sp. G (McLean and Clark)",NA,"Buccinum sp. G (McLean and Clark)"
72782,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,"sp. H (McLean and Clark)",NA,"Buccinum sp. H (McLean and Clark)"
72783,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,"sp. I (McLean and Clark)",NA,"Buccinum sp. I (McLean and Clark)"
72784,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,"moarchianum",NA,"Buccinum moarchianum"
72785,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,"transliratum",NA,"Buccinum transliratum"
72786,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Buccinum",NA,NA,NA,"rondinum",NA,"Buccinum rondinum"
72787,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Volutomitridae",NA,NA,NA,"Volutomitra",NA,NA,NA,NA,NA,"Volutomitra sp."
72788,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Volutomitridae",NA,NA,NA,"Volutomitra",NA,NA,NA,"sp. B (Clark & McLean)",NA,"Volutomitra sp. B (Clark & McLean)"
72789,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Volutidae",NA,NA,NA,"Arctomelon",NA,NA,NA,NA,NA,"Arctomelon sp."
72790,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Volutidae",NA,NA,NA,"Arctomelon",NA,NA,NA,"stearnsii",NA,"Arctomelon stearnsii"
72791,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Volutidae",NA,NA,NA,"Arctomelon",NA,NA,NA,"borealis",NA,"Arctomelon borealis"
72792,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Volutidae",NA,NA,NA,"Arctomelon",NA,NA,NA,"tamikoae",NA,"Arctomelon tamikoae"
72793,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Volutidae",NA,NA,NA,"Arctomelon",NA,NA,NA,"ryosukei",NA,"Arctomelon ryosukei"
72794,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Volutidae",NA,NA,NA,"Arctomelon",NA,NA,NA,"sp. cf. stearnsii (Clark and McLean)",NA,"Arctomelon sp. cf. stearnsii (Clark and McLean)"
72795,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Volutomitridae",NA,NA,NA,"Volutomitra",NA,NA,NA,"alaskana",NA,"Volutomitra alaskana"
72796,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Volutomitridae",NA,NA,NA,"Volutomitra",NA,NA,NA,"sp. A (Clark & McLean)",NA,"Volutomitra sp. A (Clark & McLean)"
72797,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Olividae",NA,NA,NA,"Olivella",NA,NA,NA,"baetica",NA,"Olivella baetica"
72800,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda",NA,NA,NA,NA,NA,"Neotaenioglossa",NA,NA,NA,"Velutinidae",NA,NA,NA,"Velutina",NA,NA,NA,"undata",NA,"Velutina undata"
72801,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda",NA,NA,NA,NA,NA,"Neotaenioglossa",NA,NA,NA,"Velutinidae",NA,NA,NA,"Velutina",NA,NA,NA,"nana",NA,"Velutina nana"
72802,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda",NA,NA,NA,NA,NA,"Neotaenioglossa",NA,NA,NA,"Velutinidae",NA,NA,NA,"Velutina",NA,NA,NA,"plicatilis",NA,"Velutina plicatilis"
72803,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda",NA,NA,NA,NA,NA,"Neotaenioglossa",NA,NA,NA,"Velutinidae",NA,NA,NA,"Limneria",NA,NA,NA,"prolongata",NA,"Limneria prolongata"
72804,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda",NA,NA,NA,NA,NA,"Neotaenioglossa",NA,NA,NA,"Velutinidae",NA,NA,NA,"Velutina",NA,NA,NA,"prolongata",NA,"Velutina prolongata"
72805,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda",NA,NA,NA,NA,NA,"Neotaenioglossa",NA,NA,NA,"Velutinidae",NA,NA,NA,"Velutina",NA,NA,NA,"velutina",NA,"Velutina velutina"
72806,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda",NA,NA,NA,NA,NA,"Neotaenioglossa",NA,NA,NA,"Velutinidae",NA,NA,NA,"Velutina",NA,NA,NA,NA,NA,"Velutina sp."
72807,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda",NA,NA,NA,NA,NA,"Neotaenioglossa",NA,NA,NA,"Velutinidae",NA,NA,NA,"Velutina",NA,NA,NA,"sp. A (Clark and McLean)",NA,"Velutina sp. A (Clark and McLean)"
72808,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda",NA,NA,NA,NA,NA,"Neotaenioglossa",NA,NA,NA,"Velutinidae",NA,NA,NA,"Velutina",NA,NA,NA,"sp. B (Clark and McLean)",NA,"Velutina sp. B (Clark and McLean)"
72809,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda",NA,NA,NA,NA,NA,"Neotaenioglossa",NA,NA,NA,"Velutinidae",NA,NA,NA,"Velutina",NA,NA,NA,"sp. C (Clark and McLean)",NA,"Velutina sp. C (Clark and McLean)"
72810,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda",NA,NA,NA,NA,NA,"Neotaenioglossa",NA,NA,NA,"Velutinidae",NA,NA,NA,"Velutina",NA,NA,NA,"rubra",NA,"Velutina rubra"
72821,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Buccinidae",NA,NA,NA,"Clinopegma",NA,NA,NA,"unicum",NA,"Clinopegma unicum"
73183,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Cancellariidae",NA,NA,NA,"Admete",NA,NA,NA,"virdula",NA,"Admete virdula"
73185,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Cancellariidae",NA,NA,NA,"Admete",NA,NA,NA,"laevior",NA,"Admete laevior"
73186,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Cancellariidae",NA,NA,NA,"Admete",NA,NA,NA,"regina",NA,"Admete regina"
73188,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Cancellariidae",NA,NA,NA,"Admete",NA,NA,NA,"couthouyi",NA,"Admete couthouyi"
73189,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Cancellariidae",NA,NA,NA,"Neadmete",NA,NA,NA,"circumcenta",NA,"Neadmete circumcenta"
73190,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Prosobranchia",NA,NA,NA,NA,"Neogastropoda",NA,NA,NA,"Cancellariidae",NA,NA,NA,"Neadmete",NA,NA,NA,"modesta",NA,"Neadmete modesta"
73210,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda",NA,NA,NA,NA,NA,"Neotaenioglossa",NA,NA,NA,"Cerithiopsidae",NA,NA,NA,"sp. A",NA,NA,NA,NA,NA,"sp. A sp."
73211,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda",NA,NA,NA,NA,NA,"Neotaenioglossa",NA,NA,NA,"Cerithiopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cerithiopsidae unid."
73351,"Animalia",NA,"Mollusca",NA,NA,"Gastropoda","Opisthobranchia",NA,NA,NA,NA,"Cephalaspidea",NA,NA,NA,"Cylichnidae",NA,NA,NA,"Cylichna",NA,NA,NA,"alba",NA,"Cylichna alba"
74000,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bivalvia unid."
74001,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Protobranchia",NA,NA,NA,NA,"Solemyoida",NA,NA,NA,"Solemyidae",NA,NA,NA,"Acharax",NA,NA,NA,"johnsoni",NA,"Acharax johnsoni"
74050,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Pteriomorphia",NA,NA,NA,NA,"Mytiloida",NA,NA,NA,"Mytilidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mytilidae unid."
74060,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Pteriomorphia",NA,NA,NA,NA,"Mytiloida",NA,NA,NA,"Mytilidae",NA,NA,NA,"Modiolus",NA,NA,NA,"modiolus",NA,"Modiolus modiolus"
74065,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Pteriomorphia",NA,NA,NA,NA,"Mytiloida",NA,NA,NA,"Mytilidae",NA,NA,NA,"Mytilus",NA,NA,NA,NA,NA,"Mytilus sp."
74070,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Pteriomorphia",NA,NA,NA,NA,"Mytiloida",NA,NA,NA,"Mytilidae",NA,NA,NA,"Mytilus",NA,NA,NA,"californianus",NA,"Mytilus californianus"
74075,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Pteriomorphia",NA,NA,NA,NA,"Mytiloida",NA,NA,NA,"Mytilidae",NA,NA,NA,"Mytilus",NA,NA,NA,"trossulus",NA,"Mytilus trossulus"
74080,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Pteriomorphia",NA,NA,NA,NA,"Mytiloida",NA,NA,NA,"Mytilidae",NA,NA,NA,"Mytilus",NA,NA,NA,"edulis",NA,"Mytilus edulis"
74100,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Pteriomorphia",NA,NA,NA,NA,"Ostreoida",NA,NA,NA,"Pectinidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pectinidae unid."
74103,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Pteriomorphia",NA,NA,NA,NA,"Ostreoida",NA,NA,NA,"Pectinidae",NA,NA,NA,"Chlamys",NA,NA,NA,"albida",NA,"Chlamys albida"
74104,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Pteriomorphia",NA,NA,NA,NA,"Ostreoida",NA,NA,NA,"Pectinidae",NA,NA,NA,"Chlamys",NA,NA,NA,NA,NA,"Chlamys sp."
74105,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Pteriomorphia",NA,NA,NA,NA,"Ostreoida",NA,NA,NA,"Pectinidae",NA,NA,NA,"Chlamys",NA,NA,NA,"behringiana",NA,"Chlamys behringiana"
74106,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Pteriomorphia",NA,NA,NA,NA,"Ostreoida",NA,NA,NA,"Pectinidae",NA,NA,NA,"Chlamys",NA,NA,NA,"rubida",NA,"Chlamys rubida"
74107,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Pteriomorphia",NA,NA,NA,NA,"Ostreoida",NA,NA,NA,"Pectinidae",NA,NA,NA,"Chlamys",NA,NA,NA,"hastata",NA,"Chlamys hastata"
74108,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Pteriomorphia",NA,NA,NA,NA,"Ostreoida",NA,NA,NA,"Pectinidae",NA,NA,NA,"Chlamys",NA,NA,NA,"sp. cf. unalaskae (Clark and McLean)",NA,"Chlamys sp. cf. unalaskae (Clark and McLean)"
74109,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Pteriomorphia",NA,NA,NA,NA,"Ostreoida",NA,NA,NA,"Pectinidae",NA,NA,NA,"Chlamys",NA,NA,NA,"erythocomata",NA,"Chlamys erythocomata"
74112,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Pteriomorphia",NA,NA,NA,NA,"Ostreoida",NA,NA,NA,"Pectinidae",NA,NA,NA,"Chlamys",NA,NA,NA,"pseudoislandica",NA,"Chlamys pseudoislandica"
74120,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Pteriomorphia",NA,NA,NA,NA,"Ostreoida",NA,NA,NA,"Pectinidae",NA,NA,NA,"Patinopecten",NA,NA,NA,"caurinus",NA,"Patinopecten caurinus"
74130,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Pteriomorphia",NA,NA,NA,NA,"Ostreoida",NA,NA,NA,"Pectinidae",NA,NA,NA,"Crassadoma",NA,NA,NA,"gigantea",NA,"Crassadoma gigantea"
74171,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Pteriomorphia",NA,NA,NA,NA,"Ostreoida",NA,NA,NA,"Pectinidae",NA,NA,NA,"Delectopecten",NA,NA,NA,"vancouverensis",NA,"Delectopecten vancouverensis"
74174,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Pteriomorphia",NA,NA,NA,NA,"Ostreoida",NA,NA,NA,"Propeamussidae",NA,NA,NA,"Parvamussium",NA,NA,NA,NA,NA,"Parvamussium sp."
74175,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Pteriomorphia",NA,NA,NA,NA,"Ostreoida",NA,NA,NA,"Propeamussidae",NA,NA,NA,"Parvamussium",NA,NA,NA,"alaskense",NA,"Parvamussium alaskense"
74176,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Pteriomorphia",NA,NA,NA,NA,"Ostreoida",NA,NA,NA,"Propeamussidae",NA,NA,NA,"Cyclopecten",NA,NA,NA,NA,NA,"Cyclopecten sp."
74177,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Pteriomorphia",NA,NA,NA,NA,"Ostreoida",NA,NA,NA,"Propeamussidae",NA,NA,NA,"Cyclopecten",NA,NA,NA,"davidsoni",NA,"Cyclopecten davidsoni"
74178,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Pteriomorphia",NA,NA,NA,NA,"Ostreoida",NA,NA,NA,"Propeamussidae",NA,NA,NA,"Cyclopecten",NA,NA,NA,"uschakovi",NA,"Cyclopecten uschakovi"
74179,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Pteriomorphia",NA,NA,NA,NA,"Ostreoida",NA,NA,NA,"Propeamussidae",NA,NA,NA,"Cyclopecten",NA,NA,NA,"sp. cf. benthalis (Clark and McLean)",NA,"Cyclopecten sp. cf. benthalis (Clark and McLean)"
74301,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Heterodonta",NA,NA,NA,NA,"Myoida",NA,NA,"Hiatelloidea","Hiatellidae",NA,NA,NA,"Panopea",NA,NA,NA,"abrupta",NA,"Panopea abrupta"
74310,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Heterodonta",NA,NA,NA,NA,"Myoida",NA,NA,"Hiatelloidea","Hiatellidae",NA,NA,NA,"Hiatella",NA,NA,NA,NA,NA,"Hiatella sp."
74311,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Heterodonta",NA,NA,NA,NA,"Myoida",NA,NA,"Hiatelloidea","Hiatellidae",NA,NA,NA,"Hiatella",NA,NA,NA,"arctica",NA,"Hiatella arctica"
74320,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Heterodonta",NA,NA,NA,NA,"Myoida",NA,NA,"Hiatelloidea","Hiatellidae",NA,NA,NA,"Panomya",NA,NA,NA,"arctica",NA,"Panomya arctica"
74321,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Heterodonta",NA,NA,NA,NA,"Myoida",NA,NA,"Hiatelloidea","Hiatellidae",NA,NA,NA,"Panomya",NA,NA,NA,NA,NA,"Panomya sp."
74322,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Heterodonta",NA,NA,NA,NA,"Myoida",NA,NA,"Hiatelloidea","Hiatellidae",NA,NA,NA,"Panomya",NA,NA,NA,"norvegica",NA,"Panomya norvegica"
74323,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Heterodonta",NA,NA,NA,NA,"Myoida",NA,NA,"Hiatelloidea","Hiatellidae",NA,NA,NA,"Panomya",NA,NA,NA,"ampla",NA,"Panomya ampla"
74325,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Protobranchia",NA,NA,NA,NA,"Solemyoida",NA,NA,NA,"Solemyidae",NA,NA,NA,"Solemya",NA,NA,NA,NA,NA,"Solemya sp."
74326,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Protobranchia",NA,NA,NA,NA,"Solemyoida",NA,NA,NA,"Solemyidae",NA,NA,NA,"Solemya",NA,NA,NA,"reidi",NA,"Solemya reidi"
74332,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Protobranchia",NA,NA,NA,NA,"Nuculoida",NA,NA,NA,"Nuculidae",NA,NA,NA,"Nucula",NA,NA,NA,NA,NA,"Nucula sp."
74333,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Protobranchia",NA,NA,NA,NA,"Nuculoida",NA,NA,NA,"Nuculidae",NA,NA,NA,"Nucula",NA,NA,NA,"tenuis",NA,"Nucula tenuis"
74342,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Protobranchia",NA,NA,NA,NA,"Nuculoida",NA,NA,NA,"Nuculidae",NA,NA,NA,"Acila",NA,NA,NA,"castrensis",NA,"Acila castrensis"
74412,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Protobranchia",NA,NA,NA,NA,"Nuculoida",NA,NA,NA,"Yoldiidae",NA,NA,NA,"Megayoldia",NA,NA,NA,NA,NA,"Megayoldia sp."
74414,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Protobranchia",NA,NA,NA,NA,"Nuculoida",NA,NA,NA,"Yoldiidae",NA,NA,NA,"Yoldia",NA,NA,NA,NA,NA,"Yoldia sp."
74415,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Protobranchia",NA,NA,NA,NA,"Nuculoida",NA,NA,NA,"Yoldiidae",NA,NA,NA,"Yoldia",NA,NA,NA,"montereyensis",NA,"Yoldia montereyensis"
74416,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Protobranchia",NA,NA,NA,NA,"Nuculoida",NA,NA,NA,"Yoldiidae",NA,NA,NA,"Yoldia",NA,NA,NA,"seminuda",NA,"Yoldia seminuda"
74417,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Protobranchia",NA,NA,NA,NA,"Nuculoida",NA,NA,NA,"Yoldiidae",NA,NA,NA,"Yoldia",NA,NA,NA,"myalis",NA,"Yoldia myalis"
74419,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Protobranchia",NA,NA,NA,NA,"Nuculoida",NA,NA,NA,"Yoldiidae",NA,NA,NA,"Yoldia",NA,NA,NA,"thraciaeformis",NA,"Yoldia thraciaeformis"
74420,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Protobranchia",NA,NA,NA,NA,"Nuculoida",NA,NA,NA,"Yoldiidae",NA,NA,NA,"Yoldia",NA,NA,NA,"hyperborea",NA,"Yoldia hyperborea"
74421,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Protobranchia",NA,NA,NA,NA,"Nuculoida",NA,NA,NA,"Yoldiidae",NA,NA,NA,"Portlandia",NA,NA,NA,NA,NA,"Portlandia sp."
74425,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Protobranchia",NA,NA,NA,NA,"Nuculoida",NA,NA,NA,"Yoldiidae",NA,NA,NA,"Yoldiella",NA,NA,NA,NA,NA,"Yoldiella sp."
74435,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Protobranchia",NA,NA,NA,NA,"Nuculoida",NA,NA,NA,"Nuculanidae",NA,NA,NA,"Nuculana",NA,NA,NA,NA,NA,"Nuculana sp."
74436,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Protobranchia",NA,NA,NA,NA,"Nuculoida",NA,NA,NA,"Nuculanidae",NA,NA,NA,"Nuculana",NA,NA,NA,"pernula",NA,"Nuculana pernula"
74437,"Animalia",NA,"Mollusca",NA,NA,"Bivalvia","Protobranchia",NA,NA,NA,NA,"Nuculoida",NA,NA,NA,"Nuculanidae",NA,NA,NA,"Nuculana",NA,NA,NA,"taphira",NA,"Nuculana taphira"
