"SPECIES_CODE","SPECIES_NAME","COMMON_NAME","YEAR_ADDED","RACE.ebs","SCIENTIFIC.ebs","COMMON.ebs","ECOPATH_Num.ebs","ECOPATH_Name.ebs","EXPLORE_Name.ebs","RACE.goa","SCIENTIFIC.goa","COMMON.goa","ECOPATH_Num.goa","ECOPATH_Name.goa","RACE.ai","SCIENTIFIC.ai","COMMON.ai","ECOPATH_Num.ai","ECOPATH_Name.ai","PHYLUM_TAXON","CLASS_TAXON","ORDER_TAXON","FAMILY_TAXON","GENUS_TAXON","SPECIES_TAXON","NODC","RACE","NORPAC","NAME","IDLEVEL","MSVPA_PRED","MSVPA_PREY","ECOPATH_PRED","ECOPATH_PREY.x","GOAPOLL_PRED","GOAPOLL_PREY","BSIERP_PRED","BSIERP_PREY","NODC_CODE","BASE_NAME","LENFEST_NAME","WEBSITE_NAME","CRAB_TEAM","ECOPATH_PREY.y","EBS_CRAB","GOA_MED","HUDSON","EGOA","TROY","SSC_2023"
54000,"Nereididae",NA,1999,54000,"Nereidae","(blank)",108,"polychaetes","Polychaetes",54000,"Nereididae","(blank)",103,"Polychaetes",54000,"Nereididae","",104,"Polychaetes","Annelida","Polychaeta","Aciculata","Nereididae",NA,NA,5001240000,54000,1,"Nereidae (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA",5001240000,"Nereidae (polychaete)","Nereidae","Polychaeta","Polychaeta","Polychaete","Polychaete","Infauna","benthos","Infauna","benthos","Polychaete"
62010,"Livoneca sp.",NA,1999,NA,NA,NA,NA,NA,NA,62010,"Livoneca sp.","(blank)",94,"Misc. Crustacean",62010,"Livoneca sp.","",95,"Misc. Crustacean","Arthropoda","Malacostraca","Isopoda","Cymothoidae","Livoneca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64012,"Neognathophausia ingens","red mysid",1999,NA,NA,NA,NA,NA,NA,64012,"Neognathophausia ingens","red mysid",109,"Mysids",64012,"Neognathophausia ingens","red mysid",110,"Mysids","Arthropoda","Malacostraca","Lophogastrida","Lophogastridae","Neognathophausia","ingens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68065,"Xanthidae",NA,1999,NA,NA,NA,NA,NA,NA,68065,"Xanthidae","(blank)",86,"Misc. crabs",NA,NA,NA,NA,NA,"Arthropoda","Malacostraca","Decapoda","Xanthidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69314,"Hapalogaster mertensii",NA,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arthropoda","Malacostraca","Decapoda","Lithodidae","Hapalogaster","mertensii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69328,"Cryptolithodes typicus","butterfly crab",1999,69328,"Cryptolithodes typica","(blank)",98,"misc_crabs","Misc. crabs",69328,"Cryptolithodes typicus","butterfly crab",86,"Misc. crabs",NA,NA,NA,NA,NA,"Arthropoda","Malacostraca","Decapoda","Lithodidae","Cryptolithodes","typicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70110,"Tripoplax trifida","grooved chiton",1999,NA,NA,NA,NA,NA,NA,70110,"Lepidozona trifida","(blank)",92,"Snails",70110,"Lepidozona trifida","",93,"Snails","Mollusca","Polyplacophora","Neoloricata","Ischnochitonidae","Lepidozona","trifida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70112,"Tripoplax abyssicola","Bering chiton",1999,NA,NA,NA,NA,NA,NA,70112,"Lepidozona abyssicola","(blank)",92,"Snails",NA,NA,NA,NA,NA,"Mollusca","Polyplacophora","Neoloricata","Ischnochitonidae","Lepidozona","abyssicola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70122,"Placiphorella pacifica",NA,1999,NA,NA,NA,NA,NA,NA,70122,"Placiphorella pacifica","(blank)",92,"Snails",70122,"Placiphorella pacifica","",93,"Snails","Mollusca","Polyplacophora","Neoloricata","Mopaliidae","Placiphorella","pacifica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71727,"Colus georgianus",NA,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Buccinidae","Colus","georgianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71840,"Neptunea middendorffii",NA,1999,71840,"Neptunea middendorffii","(blank)",96,"snails","Snails",71840,"Neptunea middendorffii","(blank)",92,"Snails",71840,"Neptunea middendorffii","",93,"Snails","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Neptunea","middendorffii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72739,"Buccinum picturatum",NA,1999,NA,NA,NA,NA,NA,NA,72739,"Buccinum picturatum","(blank)",92,"Snails",72739,"Buccinum picturatum","",93,"Snails","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Buccinum","picturatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72757,"Buccinum ciliatum",NA,1999,72757,"Buccinum ciliatum","(blank)",96,"snails","Snails",72757,"Buccinum ciliatum","(blank)",92,"Snails",NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Buccinidae","Buccinum","ciliatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74482,"Empleconia vaginata","vaginated limops",1999,NA,NA,NA,NA,NA,NA,74482,"Empleconia vaginata","vaginated limops",102,"Bivalves",74482,"Empleconia vaginata","vaginated limops",103,"Bivalves","Mollusca","Bivalvia","Arcoida","Limopsidae","Empleconia","vaginata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79509,"Histioteuthis sp.","jewel squids",1999,NA,NA,NA,NA,NA,NA,79509,"Histioteuthis sp.","jewel squids",74,"Squids",NA,NA,NA,NA,NA,"Mollusca","Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis",NA,5707110100,79509,1,"Histeoteuthis sp. (squid)",0,NA,"MISC. PREY","Squid","Squid",NA,"CEPHALOPOD",NA,"Squid",5707110100,"Histeoteuthis sp. (squid)","Misc_squid","Teuthida","Teuthida","Squid","Forage.fish","Squids","squids","Squid","fish_other","squids"
80115,"Leptasterias coei",NA,1999,80115,"Leptasterias coei","",93,"sea_stars","Sea stars",80115,"Leptasterias coei","(blank)",89,"Sea stars",80115,"Leptasterias coei","",90,"Sea stars","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Leptasterias","coei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80541,"Henricia clarki",NA,1999,NA,NA,NA,NA,NA,NA,80541,"Henricia clarki","(blank)",89,"Sea stars",NA,NA,NA,NA,NA,"Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","clarki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80547,"Henricia asthenactis",NA,1999,80547,"(blank)","Henricia asthenactis",93,"sea_stars","Sea stars",80547,"Henricia asthenactis","(blank)",89,"Sea stars",80547,"Henricia asthenactis","",90,"Sea stars","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","asthenactis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66841,"Bentheogennema borealis",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66841,"Bentheogennema borealis","",89,"NP shrimp","Arthropoda","Malacostraca","Decapoda","Benthesicymidae","Bentheogennema","borealis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69284,"Acantholithodes sp.",NA,2006,NA,NA,NA,NA,NA,NA,69284,"Acantholithodes sp.","(blank)",86,"Misc. crabs",NA,NA,NA,NA,NA,"Arthropoda","Malacostraca","Decapoda","Lithodidae","Acantholithodes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69327,"Cryptolithodes sitchensis","umbrella crab",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arthropoda","Malacostraca","Decapoda","Lithodidae","Cryptolithodes","sitchensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69332,"Paralomis sp. A (Clark 2006)","spiny spider crab",2006,NA,NA,NA,NA,NA,NA,69332,"Paralomis sp. A (Clark 2006)","spiny spider crab",85,"King Crab",NA,NA,NA,NA,NA,"Arthropoda","Malacostraca","Decapoda","Lithodidae","Paralomis","sp. A (Clark, 2006)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69333,"Paralomis sp. B (Clark 2006)","short spine spider crab",2006,NA,NA,NA,NA,NA,NA,69333,"Paralomis sp. B (Clark 2006)","(blank)",85,"King Crab",NA,NA,NA,NA,NA,"Arthropoda","Malacostraca","Decapoda","Lithodidae","Paralomis","sp. B (Clark, 2006)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69334,"Paralomis manningi",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arthropoda","Malacostraca","Decapoda","Lithodidae","Paralomis","manningi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69920,"Nymphon sp.",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arthropoda","Pycnogonida","Pantopoda","Nymphonidae","Nymphon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69930,"Pycnogonum sp.",NA,2006,NA,NA,NA,NA,NA,NA,69930,"Pycnogonum sp.","(blank)",94,"Misc. Crustacean",NA,NA,NA,NA,NA,"Arthropoda","Pycnogonida","Pantopoda","Pycnogonidae","Pycnogonum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70062,"Neomenia cf. yamamoti (Clark 2006)",NA,2006,NA,NA,NA,NA,NA,NA,70062,"Neomenia cf. yamamoti (Clark 2006)","(blank)",0,"Gen Mollusc",NA,NA,NA,NA,NA,"Mollusca","Aplacophora","Neomeniamorpha","Neomeniidae","Neomenia","sp. cf. yamamoti (Clark, 2006)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70114,"Lepidozona retiporosa",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Polyplacophora","Neoloricata","Ischnochitonidae","Lepidozona","retiporosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70140,"Mopalia egretta",NA,2006,NA,NA,NA,NA,NA,NA,70140,"Mopalia egretta","(blank)",92,"Snails",NA,NA,NA,NA,NA,"Mollusca","Polyplacophora","Neoloricata","Mopaliidae","Mopalia","egretta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70151,"Stenosemus sharpii",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Polyplacophora","Neoloricata","Ischnochitonidae","Stenosemus","sharpii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71019,"Acanthodoris sp.",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Nudibranchia","Onchidorididae","Acanthodoris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71023,"Gastropteron pacificum","Pacific batwing seaslug",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Cephalaspidea","Gastropteridae","Gastropteron","pacificum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71026,"Tritonia festiva","festive Tritonia",2006,71026,"festive Tritonia","Tritonia festiva",96,"snails","Snails",71026,"Tritonia festiva","festive Tritonia",92,"Snails",71026,"Tritonia festiva","festive Tritonia",93,"Snails","Mollusca","Gastropoda","Nudibranchia","Tritoniidae","Tritonia","festiva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71105,"Cadlina modesta",NA,2006,NA,NA,NA,NA,NA,NA,71105,"Cadlina modesta","(blank)",92,"Snails",71105,"Cadlina modesta","",93,"Snails","Mollusca","Gastropoda","Nudibranchia","Chromodorididae","Cadlina","modesta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71212,"Dirona pellucida",NA,2006,NA,NA,NA,NA,NA,NA,71212,"Dirona pellucida","(blank)",92,"Snails",71212,"Dirona aurantia","",93,"Snails","Mollusca","Gastropoda","Nudibranchia","Dironidae","Dirona","aurantia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71269,"Diaulula sp. A (Clark 2006)",NA,2006,NA,NA,NA,NA,NA,NA,71269,"Diaulula sp. A (Clark 2006)","(blank)",92,"Snails",71269,"Diaulula sp. A (Clark 2006)","",93,"Snails","Mollusca","Gastropoda","Nudibranchia","Discodorididae","Diaulula","sp. A (Clark, 2006)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71271,"Adalaria proxima",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Nudibranchia","Onchidorididae","Adalaria","proxima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71332,"Thieleella baxteri",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Archaeogastropoda","Scissurellidae","Anatoma","baxteri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71333,"Anatoma crispata","crispate scissurelle",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Archaeogastropoda","Scissurellidae","Anatoma","crispata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71352,"Puncturella cooperi",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Archaeogastropoda","Fissurellidae","Puncturella","cooperi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71353,"Puncturella galeata","helmet Puncturella",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Archaeogastropoda","Fissurellidae","Puncturella","galeata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71354,"Puncturella multistriata","many-ribbed Puncturella",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Archaeogastropoda","Fissurellidae","Puncturella","multistriata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71355,"Cranopsis cucullata","hood puncturella",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Archaeogastropoda","Fissurellidae","Cranopsis","cucullata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71356,"Scelidotoma bella","elegant emarginula",2006,NA,NA,NA,NA,NA,NA,71356,"Scelidotoma bella","elegant emarginula",92,"Snails",NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Archaeogastropoda","Fissurellidae","Scelidotoma","bella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71357,"Diodora aspera",NA,2006,NA,NA,NA,NA,NA,NA,71357,"Diodora aspera","(blank)",92,"Snails",71357,"Diodora aspera","",93,"Snails","Mollusca","Gastropoda","Archaeogastropoda","Fissurellidae","Diodora","aspera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71519,"Eulima sp.","eulimas",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neotaenioglossa","Eulimidae","Eulima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71520,"Amauropsis purpurea","purple moon snail",2006,71520,"purple moon snail","Amauropsis purpurea",96,"snails","Snails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neotaenioglossa","Naticidae","Amauropsis","purpurea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71546,"Amphissa colmbiana","wrinkled Amphissa",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Columbellidae","Amphissa","colmbiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71547,"Amphissa reticulata",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Columbellidae","Amphissa","reticulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71551,"Alia gausapata",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Columbellidae","Alia","gausapata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71552,"Astyris elegens","elegant dove snail",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Columbellidae","Astyris","elegens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71587,"Onchidiopsis sp. A (Clark and McLean)",NA,2006,71587,"(blank)","Onchidiopsis sp. A (Clark & McLean)",96,"snails","Snails",NA,NA,NA,NA,NA,71587,"Onchidiopsis sp. A (Clark and McLean)","",93,"Snails","Mollusca","Gastropoda","Neotaenioglossa","Lamellariidae","Onchidiopsis","sp. A (Clark and McLean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71588,"Onchidiopsis brevipes",NA,2006,NA,NA,NA,NA,NA,NA,71588,"Onchidiopsis brevipes","(blank)",92,"Snails",71588,"Onchidiopsis brevipes","",93,"Snails","Mollusca","Gastropoda","Neotaenioglossa","Lamellariidae","Onchidiopsis","brevipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71589,"Onchidiopsis clarki","warty blobsnail",2006,71589,"Onchidiopsis sp. B (Clark & McLean)","(blank)",96,"snails","Snails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neotaenioglossa","Lamellariidae","Onchidiopsis","clarki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71591,"Lamellaria sp. A (Clark and McLean)",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neotaenioglossa","Lamellariidae","Lamellaria","sp. A (Clark and McLean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71592,"Lamellaria sp. B (Clark and McLean)",NA,2006,NA,NA,NA,NA,NA,NA,71592,"Lamellaria sp. B (Clark and McLean)","(blank)",92,"Snails",NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neotaenioglossa","Lamellariidae","Lamellaria","sp. B (Clark and McLean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71593,"Lamellaria sp. C (Clark and McLean)",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71593,"Lamellaria sp. C (Clark and McLean)","",93,"Snails","Mollusca","Gastropoda","Neotaenioglossa","Lamellariidae","Lamellaria","sp. C (Clark and McLean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71594,"Lamellaria sp. D (Clark and McLean)",NA,2006,71594,"Lamellaria sp. D (Clark & McLean)","(blank)",96,"snails","Snails",NA,NA,NA,NA,NA,71594,"Lamellaria sp. D (Clark and McLean)","",93,"Snails","Mollusca","Gastropoda","Neotaenioglossa","Lamellariidae","Lamellaria","sp. D  (Clark and McLean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71595,"Lamellaria sp. E (Clark and McLean)",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neotaenioglossa","Lamellariidae","Lamellaria","sp. E (Clark and McLean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71636,"Turritella sp.",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neotaenioglossa","Turritellidae","Turritella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71739,"Habevolutopsius attenuatus","attenuate melon whelk",2006,71739,"Habevolutopsius attenuatus","attenuate melon whelk",96,"snails","Snails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Buccinidae","Volutopsius","attenuatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71746,"Volutopsius sp. C (Clark and McLean)",NA,2006,71746,"Volutopsius sp. C (Clark & McLean)","(blank)",96,"snails","Snails",NA,NA,NA,NA,NA,71746,"Volutopsius sp. C (Clark and McLean)","",93,"Snails","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Volutopsius","sp. C (Clark & McLean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71745,"Volutopsius sp. D (Clark and McLean)",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71745,"Volutopsius sp. D (Clark and McLean)","",93,"Snails","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Volutopsius","sp. D (Clark & McLean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71885,"Neptunea sp. E (Clark and McLean)",NA,2006,71885,"Neptunea sp. E (Clark and McLean)","",96,"snails","Snails",71885,"Neptunea sp. E (Clark and McLean)","(blank)",92,"Snails",NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Buccinidae","Neptunea","sp. E (McLean and Clark)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71898,"Colus stejnegeri",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Buccinidae","Plicifusus","stejnegeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
