"SPECIES_CODE","SPECIES_NAME","COMMON_NAME","YEAR_ADDED","RACE.x","SCIENTIFIC.x","COMMON.x","ECOPATH_Num.x","ECOPATH_Name.x","EXPLORE_Name","RACE.y","SCIENTIFIC.y","COMMON.y","ECOPATH_Num.y","ECOPATH_Name.y","NODC","RACE","NORPAC","NAME","IDLEVEL","MSVPA_PRED","MSVPA_PREY","ECOPATH_PRED","ECOPATH_PREY.x","GOAPOLL_PRED","GOAPOLL_PREY","BSIERP_PRED","BSIERP_PREY","NODC_CODE","BASE_NAME","LENFEST_NAME","WEBSITE_NAME","CRAB_TEAM","ECOPATH_PREY.y","EBS_CRAB","GOA_MED","HUDSON","EGOA","TROY","SSC_2023"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6187000001,NA,1,"Decapoda Reptantia legs (for unident. crabs)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6187000001,"Decapoda Reptantia legs (for unident. crabs)","General_crab","Misc Brachyura","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6187010001,NA,1,"Majidae legs (for C. opilio, C. bairdi, etc)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6187010001,"Majidae legs (for C. opilio, C. bairdi, etc)","General_Majidae","Misc Majidae","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6187010211,NA,1,"Hyas coarctatus alutaceus (lyre crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6187010211,"Hyas coarctatus alutaceus (lyre crab)","Hyas_crab",NA,"Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6187010502,NA,1,"Pugettia richii (kelp crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6187010502,"Pugettia richii (kelp crab)","Pugettia_crab","Misc Majidae","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6.188e+09,NA,1,"Cancridea (crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6.188e+09,"Cancridea (crab)","General_Cancridea","Cancridea","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6188020000,NA,1,"Atelecyclidae (crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6188020000,"Atelecyclidae (crab)","Hair_crabs","Cancridea","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6188020001,NA,1,"Atelecyclaidae legs (for Korean horsehair and hair crabs)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6188020001,"Atelecyclaidae legs (for Korean horsehair and hair crabs)","Hair_crabs","Cancridea","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6188020101,NA,1,"Telmessus cheiragonus (hair crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6188020101,"Telmessus cheiragonus (hair crab)","Hair_crabs","Cancridea","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6188030000,NA,1,"Cancridae (crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6188030000,"Cancridae (crab)","Cancridae","Cancridea","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6118290100,NA,1,"Acartia sp.",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP Acartia",6118290100,"Acartia sp.","Copepoda","Copepoda","Copepoda","Copepod","Copepods","Copepods","copepods","Small_copepods","copepods","copepods"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6118290103,NA,1,"Acartia longiremis (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP Acartia",6118290103,"Acartia longiremis (copepod)","Copepoda","Copepoda","Copepoda","Copepod","Copepods","Copepods","copepods","Small_copepods","copepods","copepods"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6118300100,NA,1,"Tortanus sp (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other",6118300100,"Tortanus sp (copepod)","Copepoda","Copepoda","Copepoda","Copepod","Copepods","Copepods","copepods","Small_copepods","copepods","copepods"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6118300101,NA,1,"Tortanus discaudatus (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other",6118300101,"Tortanus discaudatus (copepod)","Copepoda","Copepoda","Copepoda","Copepod","Copepods","Copepods","copepods","Small_copepods","copepods","copepods"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6118999991,NA,1,"Large calanoid (copepod) > 5mm",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP large",6118999991,"Large calanoid (copepod) > 5mm","Copepoda","Copepoda","Copepoda","Copepod","Copepods","Copepods","copepods","Cope_large","copepods","copepods"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6118999992,NA,1,"Medium calanoid (copepod) 2-5mm",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP med",6118999992,"Medium calanoid (copepod) 2-5mm","Copepoda","Copepoda","Copepoda","Copepod","Copepods","Copepods","copepods","Cope_medium","copepods","copepods"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6118999993,NA,1,"Small calanoid (copepod) < 2mm",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP small",6118999993,"Small calanoid (copepod) < 2mm","Copepoda","Copepoda","Copepoda","Copepod","Copepods","Copepods","copepods","Cope_small","copepods","copepods"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6.119e+09,NA,1,"Harpacticoida (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other",6.119e+09,"Harpacticoida (copepod)","Copepoda","Copepoda","Copepoda","Copepod","Copepods","Copepods","copepods","Small_copepods","copepods","copepods"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6120010300,NA,1,"Oncaea sp.",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other",6120010300,"Oncaea sp.","Copepoda","Copepoda","Copepoda","Copepod","Copepods","Copepods","copepods","Small_copepods","copepods","copepods"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6120010401,NA,1,"Pseudolubbockia dilatata (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other",6120010401,"Pseudolubbockia dilatata (copepod)","Copepoda","Copepoda","Copepoda","Copepod","Copepods","Copepods","copepods","Small_copepods","copepods","copepods"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6120040100,NA,1,"Corycaeus sp.",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other",6120040100,"Corycaeus sp.","Copepoda","Copepoda","Copepoda","Copepod","Copepods","Copepods","copepods","Small_copepods","copepods","copepods"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6120090100,NA,1,"Oithona sp.",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other",6120090100,"Oithona sp.","Copepoda","Copepoda","Copepoda","Copepod","Copepods","Copepods","copepods","Small_copepods","copepods","copepods"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6.122e+09,NA,1,"Monstrilloida (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other",6.122e+09,"Monstrilloida (copepod)","Copepoda","Copepoda","Copepoda","Copepod","Copepods","Copepods","copepods","Small_copepods","copepods","copepods"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6.123e+09,NA,1,"Caligoida (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other",6.123e+09,"Caligoida (copepod)","Copepoda","Copepoda","Copepoda","Copepod","Copepods","Copepods","copepods","Small_copepods","copepods","copepods"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6.132e+09,NA,1,"Lepadomorpha (pedunculate barnacles)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP",6.132e+09,"Lepadomorpha (pedunculate barnacles)","Barnacle","Misc Crustacea","Other","Misc. Crustacean","Epifauna","Infauna","benthos","Infauna","benthos","benthos"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6.134e+09,NA,1,"Balanomorpha (barnacle)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP",6.134e+09,"Balanomorpha (barnacle)","Barnacle","Misc Crustacea","Other","Misc. Crustacean","Epifauna","Infauna","benthos","Infauna","benthos","benthos"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6.137e+09,NA,1,"Apygophora (barnacle)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP",6.137e+09,"Apygophora (barnacle)","Barnacle","Misc Crustacea","Other","Misc. Crustacean","Epifauna","Infauna","benthos","Infauna","benthos","benthos"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6.143e+09,NA,1,"Malacostraca",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid",6.143e+09,"Malacostraca","Misc_Malacostraca","Misc Crustacea","Other","Mysid","Shrimp","Benthic.zoop","zoop_other","Mysids","zoop_other","Mysid"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6.145e+09,NA,1,"Malacostraca Leptostraca",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid",6.145e+09,"Malacostraca Leptostraca","Misc_Malacostraca","Misc Crustacea","Other","Mysid","Shrimp","Benthic.zoop","zoop_other","Mysids","zoop_other","Mysid"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6.151e+09,NA,1,"Mysidacea (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid",6.151e+09,"Mysidacea (mysid)","Mysidacea","Mysidacea","Mysidacea","Mysid","Shrimp","Benthic.zoop","zoop_other","Mysids","zoop_other","Mysid"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6.152e+09,NA,1,"Lophogastrida (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid",6.152e+09,"Lophogastrida (mysid)","Mysidacea","Mysidacea","Mysidacea","Mysid","Shrimp","Benthic.zoop","zoop_other","Mysids","zoop_other","Mysid"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6152010000,NA,1,"Lophogastridae (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid",6152010000,"Lophogastridae (mysid)","Mysidacea","Mysidacea","Mysidacea","Mysid","Shrimp","Benthic.zoop","zoop_other","Mysids","zoop_other","Mysid"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6152010100,NA,1,"Gnathophausia sp.",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid",6152010100,"Gnathophausia sp.","Mysidacea","Mysidacea","Mysidacea","Mysid","Shrimp","Benthic.zoop","zoop_other","Mysids","zoop_other","Mysid"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6152010101,NA,1,"Gnathophausia gigas (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid",6152010101,"Gnathophausia gigas (mysid)","Mysidacea","Mysidacea","Mysidacea","Mysid","Shrimp","Benthic.zoop","zoop_other","Mysids","zoop_other","Mysid"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6152010105,NA,1,"Gnathophausia ingens (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid",6152010105,"Gnathophausia ingens (mysid)","Mysidacea","Mysidacea","Mysidacea","Mysid","Shrimp","Benthic.zoop","zoop_other","Mysids","zoop_other","Mysid"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6152020000,NA,1,"Eucopiidae",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid",6152020000,"Eucopiidae","Mysidacea","Mysidacea","Mysidacea","Mysid","Shrimp","Benthic.zoop","zoop_other","Mysids","zoop_other","Mysid"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6152020100,NA,1,"Eucopia sp.",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid",6152020100,"Eucopia sp.","Mysidacea","Mysidacea","Mysidacea","Mysid","Shrimp","Benthic.zoop","zoop_other","Mysids","zoop_other","Mysid"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6152020101,NA,1,"Eucopia unguiculata (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid",6152020101,"Eucopia unguiculata (mysid)","Mysidacea","Mysidacea","Mysidacea","Mysid","Shrimp","Benthic.zoop","zoop_other","Mysids","zoop_other","Mysid"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6152020103,NA,1,"Eucopia grimaldii",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid",6152020103,"Eucopia grimaldii","Mysidacea","Mysidacea","Mysidacea","Mysid","Shrimp","Benthic.zoop","zoop_other","Mysids","zoop_other","Mysid"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6153010000,NA,1,"Mysidae (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid",6153010000,"Mysidae (mysid)","Mysidacea","Mysidacea","Mysidacea","Mysid","Shrimp","Benthic.zoop","zoop_other","Mysids","zoop_other","Mysid"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6153010100,NA,1,"Acanthomysis sp. (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid",6153010100,"Acanthomysis sp. (mysid)","Mysidacea","Mysidacea","Mysidacea","Mysid","Shrimp","Benthic.zoop","zoop_other","Mysids","zoop_other","Mysid"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6153010101,NA,1,"Acanthomysis columbiae",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid",6153010101,"Acanthomysis columbiae","Mysidacea","Mysidacea","Mysidacea","Mysid","Shrimp","Benthic.zoop","zoop_other","Mysids","zoop_other","Mysid"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6153010103,NA,1,"Acanthomysis dybowskii (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid",6153010103,"Acanthomysis dybowskii (mysid)","Mysidacea","Mysidacea","Mysidacea","Mysid","Shrimp","Benthic.zoop","zoop_other","Mysids","zoop_other","Mysid"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6153010104,NA,1,"Acanthomysis marcropsis (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid",6153010104,"Acanthomysis marcropsis (mysid)","Mysidacea","Mysidacea","Mysidacea","Mysid","Shrimp","Benthic.zoop","zoop_other","Mysids","zoop_other","Mysid"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6153010105,NA,1,"Acanthomysis nephrophthalma (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid",6153010105,"Acanthomysis nephrophthalma (mysid)","Mysidacea","Mysidacea","Mysidacea","Mysid","Shrimp","Benthic.zoop","zoop_other","Mysids","zoop_other","Mysid"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6153010106,NA,1,"Acanthomysis pseudomacropsis (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid",6153010106,"Acanthomysis pseudomacropsis (mysid)","Mysidacea","Mysidacea","Mysidacea","Mysid","Shrimp","Benthic.zoop","zoop_other","Mysids","zoop_other","Mysid"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6153010108,NA,1,"Acanthomysis stelleri (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid",6153010108,"Acanthomysis stelleri (mysid)","Mysidacea","Mysidacea","Mysidacea","Mysid","Shrimp","Benthic.zoop","zoop_other","Mysids","zoop_other","Mysid"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6153010111,NA,1,"Exacanthomysis alaskensis (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid",6153010111,"Exacanthomysis alaskensis (mysid)","Mysidacea","Mysidacea","Mysidacea","Mysid","Shrimp","Benthic.zoop","zoop_other","Mysids","zoop_other","Mysid"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6153010112,NA,1,"Exacanthomysis arctopacifica (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid",6153010112,"Exacanthomysis arctopacifica (mysid)","Mysidacea","Mysidacea","Mysidacea","Mysid","Shrimp","Benthic.zoop","zoop_other","Mysids","zoop_other","Mysid"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6153010200,NA,1,"Amblyops sp. (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid",6153010200,"Amblyops sp. (mysid)","Mysidacea","Mysidacea","Mysidacea","Mysid","Shrimp","Benthic.zoop","zoop_other","Mysids","zoop_other","Mysid"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6153010301,NA,1,"Archaeomysis grebnitzkii (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid",6153010301,"Archaeomysis grebnitzkii (mysid)","Mysidacea","Mysidacea","Mysidacea","Mysid","Shrimp","Benthic.zoop","zoop_other","Mysids","zoop_other","Mysid"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6153010400,NA,1,"Boreomysis sp. (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid",6153010400,"Boreomysis sp. (mysid)","Mysidacea","Mysidacea","Mysidacea","Mysid","Shrimp","Benthic.zoop","zoop_other","Mysids","zoop_other","Mysid"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6153010901,NA,1,"Holmesiella anomala (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid",6153010901,"Holmesiella anomala (mysid)","Mysidacea","Mysidacea","Mysidacea","Mysid","Shrimp","Benthic.zoop","zoop_other","Mysids","zoop_other","Mysid"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6153011200,NA,1,"Meterythrops sp. (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid",6153011200,"Meterythrops sp. (mysid)","Mysidacea","Mysidacea","Mysidacea","Mysid","Shrimp","Benthic.zoop","zoop_other","Mysids","zoop_other","Mysid"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6153011201,NA,1,"Meterythrops robusta (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid",6153011201,"Meterythrops robusta (mysid)","Mysidacea","Mysidacea","Mysidacea","Mysid","Shrimp","Benthic.zoop","zoop_other","Mysids","zoop_other","Mysid"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6153011203,NA,1,"Meterythrops micropthalmus (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid",6153011203,"Meterythrops micropthalmus (mysid)","Mysidacea","Mysidacea","Mysidacea","Mysid","Shrimp","Benthic.zoop","zoop_other","Mysids","zoop_other","Mysid"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6153011500,NA,1,"Neomysis sp. (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid",6153011500,"Neomysis sp. (mysid)","Mysidacea","Mysidacea","Mysidacea","Mysid","Shrimp","Benthic.zoop","zoop_other","Mysids","zoop_other","Mysid"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6153011502,NA,1,"Neomysis czerniawskii (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid",6153011502,"Neomysis czerniawskii (mysid)","Mysidacea","Mysidacea","Mysidacea","Mysid","Shrimp","Benthic.zoop","zoop_other","Mysids","zoop_other","Mysid"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6153011504,NA,1,"Neomysis kadiakensis (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid",6153011504,"Neomysis kadiakensis (mysid)","Mysidacea","Mysidacea","Mysidacea","Mysid","Shrimp","Benthic.zoop","zoop_other","Mysids","zoop_other","Mysid"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6153011505,NA,1,"Neomysis mercedis",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid",6153011505,"Neomysis mercedis","Mysidacea","Mysidacea","Mysidacea","Mysid","Shrimp","Benthic.zoop","zoop_other","Mysids","zoop_other","Mysid"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6153011506,NA,1,"Neomysis mirabilis",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid",6153011506,"Neomysis mirabilis","Mysidacea","Mysidacea","Mysidacea","Mysid","Shrimp","Benthic.zoop","zoop_other","Mysids","zoop_other","Mysid"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6153011507,NA,1,"Neomysis rayii (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid",6153011507,"Neomysis rayii (mysid)","Mysidacea","Mysidacea","Mysidacea","Mysid","Shrimp","Benthic.zoop","zoop_other","Mysids","zoop_other","Mysid"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6153011900,NA,1,"Pseudomma sp. (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid",6153011900,"Pseudomma sp. (mysid)","Mysidacea","Mysidacea","Mysidacea","Mysid","Shrimp","Benthic.zoop","zoop_other","Mysids","zoop_other","Mysid"
NA,NA,NA,NA,90000,"Foraminifera","foraminiferan unident.",106,"sponges","Sponges",NA,NA,NA,NA,NA,6153011901,NA,1,"Psuedomma berkeleyi (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid",6153011901,"Psuedomma berkeleyi (mysid)","Mysidacea","Mysidacea","Mysidacea","Mysid","Shrimp","Benthic.zoop","zoop_other","Mysids","zoop_other","Mysid"
