SPECIES_CODE,SPECIES_NAME,COMMON_NAME,ECOPATH_Name.goa,EGOA,FINAL_GOA,wgoa.wt,egoa.wt,PHYLUM_TAXON,CLASS_TAXON,ORDER_TAXON,FAMILY_TAXON,GENUS_TAXON,SPECIES_TAXON
66060,Pandalopsis aleutica,Aleutian bigeye,NA,Pandalid_shrimp,Pandalid_shrimp,0,0,Arthropoda,Malacostraca,Decapoda,Pandalidae,Pandalopsis,aleutica
66061,Pandalopsis longirostris,northern longbeak,Pandalidae,NA,Pandalid_shrimp,0.908120351,0,Arthropoda,Malacostraca,Decapoda,Pandalidae,Pandalopsis,longirostris
66062,Pandalopsis sp. cf. lamelligera,NA,NA,NA,Pandalid_shrimp,0,0,Arthropoda,Malacostraca,Decapoda,Pandalidae,Pandalopsis,sp. cf. lamelligera
66120,Pandalopsis dispar,sidestripe shrimp,Pandalidae,Pandalid_shrimp,Pandalid_shrimp,80479.80659,24189.08005,Arthropoda,Malacostraca,Decapoda,Pandalidae,Pandalopsis,dispar
66130,Pandalopsis ampla,stripeleg pandalid,Pandalidae,Pandalid_shrimp,Pandalid_shrimp,0.943275709,0.945537065,Arthropoda,Malacostraca,Decapoda,Pandalidae,Pandalopsis,ampla
66140,Penaeidae,penaeid shrimp unid.,NP shrimp,Motile_epifauna,Motile_epifauna,0.607825732,0,Arthropoda,Malacostraca,Decapoda,Penaeidae,NA,NA
66145,Caridea,caridid shrimp unid.,Gen Shrimp,Motile_epifauna,Motile_epifauna,0.077975993,0,Arthropoda,Malacostraca,Decapoda,NA,NA,NA
66150,Hippolytidae,hippolytid shrimp unid.,NP shrimp,Motile_epifauna,Motile_epifauna,1.432872477,2.701879968,Arthropoda,Malacostraca,Decapoda,Hippolytidae,NA,NA
66159,Spirontocaris murdochi,Murdoch blade shrimp,NA,NA,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Spirontocaris,murdochi
66160,Spirontocaris sp.,NA,NA,NA,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Spirontocaris,NA
66161,Spirontocaris arcuata,Rathbun blade shrimp,NA,NA,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Spirontocaris,arcuata
66162,Spirontocaris prionota,deep-bladed shrimp,NA,NA,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Spirontocaris,prionota
66163,Spirontocaris lamellicornis,Dana blade shrimp,NP shrimp,NA,Motile_epifauna,0.170131595,0.038442997,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Spirontocaris,lamellicornis
66164,Spirontocaris phippsii,punctate blade shrimp,NA,NA,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Spirontocaris,phippsii
66165,Spirontocaris snyderi,NA,NA,NA,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Spirontocaris,snyderi
66166,Spirontocaris spinus,parrot shrimp,NA,NA,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Spirontocaris,spinus
66167,Spirontocaris sp. cf. lamellicornis,NA,NA,NA,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Spirontocaris,sp. cf. lamellicornis
66168,Spirontocaris ochotensis,oval blade shrimp,NA,NA,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Spirontocaris,ochotensis
66169,Spirontocaris intermedia,NA,NA,Motile_epifauna,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Spirontocaris,intermedia
66170,Eualus sp.,NA,NP shrimp,Motile_epifauna,Motile_epifauna,8.079850738,0.085987554,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Eualus,NA
66171,Eualus barbatus,barbed eualid,NP shrimp,Motile_epifauna,Motile_epifauna,3.709375017,2.842589266,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Eualus,barbatus
66172,Eualus avinus,beaked eualid,NA,Motile_epifauna,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Eualus,avinus
66173,Eualus townsendi,Townsend eualid,NP shrimp,Motile_epifauna,Motile_epifauna,0.086224941,0,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Eualus,townsendi
66174,Eualus fabricii,Arctic eualid,NA,Motile_epifauna,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Eualus,fabricii
66175,Eualus gaimardii,circumpolar eualid,NP shrimp,Motile_epifauna,Motile_epifauna,0.166182908,0.083986503,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Eualus,gaimardii
66176,Eualus butleri,sponge eualid,NA,NA,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Eualus,butleri
66177,Eualus pusiolus,doll eualid,NA,Motile_epifauna,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Eualus,pusiolus
66179,Eualus macilentus,Greenland shrimp,NP shrimp,Motile_epifauna,Motile_epifauna,0.242899564,1.551899598,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Eualus,macilentus
66180,Eualus macrophthalmus,bigeye eualid,NP shrimp,Motile_epifauna,Motile_epifauna,0.936322137,1.065292188,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Eualus,macrophthalmus
66190,Eualus biunguis,deepsea eualid,NP shrimp,Motile_epifauna,Motile_epifauna,3.255785512,0.55323298,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Eualus,biunguis
66192,Eualus stoneyi,NA,NA,Motile_epifauna,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Eualus,stoneyi
66193,Eualus suckleyi,shortscale eualid,NP shrimp,Motile_epifauna,Motile_epifauna,4.162489378,4.031416888,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Eualus,suckleyi
66195,Spirontocaris holmesi,slender bladed shrimp,NA,NA,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Spirontocaris,holmesi
66200,Lebbeus sp.,NA,NP shrimp,Motile_epifauna,Motile_epifauna,8.213258351,0.254670444,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Lebbeus,NA
66201,Lebbeus grandimanus,candy stripe shrimp,NA,Motile_epifauna,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Lebbeus,grandimana
66202,Lebbeus acudactylus,false candy-stripe shrimp,NA,Motile_epifauna,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Lebbeus,acudactylus
66203,Lebbeus groenlandicus,spiny lebbeid,NP shrimp,Motile_epifauna,Motile_epifauna,32.22390933,0.865769873,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Lebbeus,groenlandicus
66204,Lebbeus polaris,NA,NP shrimp,Motile_epifauna,Motile_epifauna,0.082901039,0,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Lebbeus,polaris
66205,Lebbeus mundus,cleaner lebbeid,NA,Motile_epifauna,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Lebbeus,mundus
66206,Lebbeus washingtonianus,slope lebbeid,NA,NA,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Lebbeus,washingtonianus
66301,Heptacarpus sp.,NA,NA,Motile_epifauna,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Heptacarpus,NA
66302,Heptacarpus flexus,slenderbeak coastal shrimp,NA,NA,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Heptacarpus,flexus
66303,Heptacarpus moseri,Alaska coastal shrimp,NA,Motile_epifauna,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Heptacarpus,moseri
66304,Heptacarpus stylus,stiletto coastal shrimp,NA,Motile_epifauna,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Heptacarpus,stylus
66305,Heptacarpus tenuissimus,slender coastal shrimp,NA,NA,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Heptacarpus,tenuissimus
66306,Heptacarpus camtschaticus,northern coastal shrimp,NA,Motile_epifauna,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Heptacarpus,camtschaticus
66500,Crangonidae,crangonid shrimp unid.,NP shrimp,Motile_epifauna,Motile_epifauna,4.850805567,6.847018749,Arthropoda,Malacostraca,Decapoda,Crangonidae,NA,NA
66502,Crangon sp.,NA,NP shrimp,Motile_epifauna,Motile_epifauna,114.533925,11.49343924,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,NA
66509,Crangon alba,stout Crangon,NA,Motile_epifauna,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,alba
66510,Crangon abyssorum,abyssal Crangon,NP shrimp,Motile_epifauna,Motile_epifauna,0.217243878,0,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,abyssorum
66512,Crangon alaskensis,shell shrimp,NP shrimp,Motile_epifauna,Motile_epifauna,29.63612443,11.47134156,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,alaskensis
66515,Crangon communis,twospine Crangon,NP shrimp,Motile_epifauna,Motile_epifauna,65.59104796,7.114550746,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,communis
66516,Crangon sp. cf. communis (CAS),NA,NA,NA,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,sp. cf. communis (CAS)
66517,Crangon franciscorum,California bay shrimp,NP shrimp,Motile_epifauna,Motile_epifauna,0,13.44940405,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,franciscorum
66520,Crangon resima,NA,NA,Motile_epifauna,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,resima
66530,Crangon dalli,ridged Crangon,NP shrimp,Motile_epifauna,Motile_epifauna,73.93245464,3.027497161,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,dalli
66533,Metacrangon sp.,NA,NP shrimp,Motile_epifauna,Motile_epifauna,0.210374262,0,Arthropoda,Malacostraca,Decapoda,Crangonidae,Metacrangon,NA
66534,Metacrangon munita,coastal spinyhead,NA,Motile_epifauna,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Crangonidae,Metacrangon,munita
66535,Metacrangon variabilis,deepsea spinyhead,NP shrimp,Motile_epifauna,Motile_epifauna,0.087131072,0,Arthropoda,Malacostraca,Decapoda,Crangonidae,Metacrangon,variabilis
66536,Mesocrangon intermedia,northern spinyhead,NA,NA,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Crangonidae,Mesocrangon,intermedia
66546,Lissocrangon stylirostris,smooth Crangon,NA,NA,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Crangonidae,Lissocrangon,stylirostris
66548,Crangon septemspinosa,sevenspine bay shrimp,NP shrimp,Motile_epifauna,Motile_epifauna,15.9833004,18.65534894,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,septemspinosa
66550,Crangon nigricauda,blacktail bay shrimp,NA,NA,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,nigricauda
66570,Argis sp.,NA,NP shrimp,Motile_epifauna,Motile_epifauna,47.43536278,7.575358181,Arthropoda,Malacostraca,Decapoda,Crangonidae,Argis,NA
66575,Argis alaskensis,common argid,NP shrimp,Motile_epifauna,Motile_epifauna,8.203083501,0.311449252,Arthropoda,Malacostraca,Decapoda,Crangonidae,Argis,alaskensis
66580,Argis dentata,Arctic argid,NP shrimp,Motile_epifauna,Motile_epifauna,50.58402643,2.604944857,Arthropoda,Malacostraca,Decapoda,Crangonidae,Argis,dentata
66600,Sclerocrangon sp.,NA,NA,NA,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Crangonidae,Sclerocrangon,NA
66601,Sclerocrangon boreas,sculptured shrimp,NP shrimp,NA,Motile_epifauna,81.56731967,0,Arthropoda,Malacostraca,Decapoda,Crangonidae,Sclerocrangon,boreas
66602,Rhynocrangon alata,saddleback shrimp,NA,Motile_epifauna,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Crangonidae,Rhynocrangon,alata
66604,Rhynocrangon sharpi,spiked shrimp,NP shrimp,NA,Motile_epifauna,0.083448771,0,Arthropoda,Malacostraca,Decapoda,Crangonidae,Rhynocrangon,sharpi
66605,Sabinea septemcarinata,NA,NA,Motile_epifauna,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Crangonidae,Sabinea,septemcarinata
66606,Rhynocrangon sp.,NA,NA,Motile_epifauna,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Crangonidae,Rhynocrangon,NA
66611,Argis lar,kuro argid,NP shrimp,Motile_epifauna,Motile_epifauna,8.120104405,0.078789112,Arthropoda,Malacostraca,Decapoda,Crangonidae,Argis,lar
66612,Argis crassa,rough argid,NP shrimp,Motile_epifauna,Motile_epifauna,8.704115163,0,Arthropoda,Malacostraca,Decapoda,Crangonidae,Argis,crassa
66613,Argis levior,Nelson argid,NP shrimp,Motile_epifauna,Motile_epifauna,2.728269272,0,Arthropoda,Malacostraca,Decapoda,Crangonidae,Argis,levior
66614,Argis ovifer,split-eye argid,NP shrimp,Motile_epifauna,Motile_epifauna,7.291032016,0.56943518,Arthropoda,Malacostraca,Decapoda,Crangonidae,Argis,ovifer
66615,Paracrangon echinata,horned shrimp,NP shrimp,NA,Motile_epifauna,0.406229193,0.175515673,Arthropoda,Malacostraca,Decapoda,Crangonidae,Paracrangon,echinata
66616,Argis sp. cf. ovifer (CAS),NA,NP shrimp,NA,Motile_epifauna,0.395160079,0,Arthropoda,Malacostraca,Decapoda,Crangonidae,Argis,sp. cf. ovifer (CAS)
66617,Argis sp. cf. crassa (CAS),NA,NA,NA,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Crangonidae,Argis,sp. cf. crassa (CAS)
66618,Paracrangon sp.,NA,NA,NA,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Crangonidae,Paracrangon,NA
66750,Pasiphaeidae,pasiphaeid shrimp unid.,NP shrimp,Motile_epifauna,Motile_epifauna,0.833067456,222.3004655,Arthropoda,Malacostraca,Decapoda,Pasiphaeidae,NA,NA
66761,Parapasiphae sulcatifrons,grooved-back shrimp,NA,Motile_epifauna,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Pasiphaeidae,Parapasiphae,sulcatifrons
66770,Pasiphaea pacifica,Pacific glass shrimp,NP shrimp,Motile_epifauna,Motile_epifauna,3930.897666,5119.082507,Arthropoda,Malacostraca,Decapoda,Pasiphaeidae,Pasiphaea,pacifica
66772,Pasiphaea tarda,crimson pasiphaeid,NP shrimp,Motile_epifauna,Motile_epifauna,19.42423513,0.962099498,Arthropoda,Malacostraca,Decapoda,Pasiphaeidae,Pasiphaea,tarda
66810,Oplophoridae,oplophorid shrimps,NA,Motile_epifauna,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Oplophoridae,NA,NA
66814,Notostomus sp.,NA,NA,NA,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Oplophoridae,Notostomus,NA
66815,Notostomus japonicus,spinyridge shrimp,NP shrimp,Motile_epifauna,Motile_epifauna,3.106559812,4.251292589,Arthropoda,Malacostraca,Decapoda,Oplophoridae,Notostomus,japonicus
66839,Hymenodora sp.,NA,NA,Motile_epifauna,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Oplophoridae,Hymenodora,NA
66840,Hymenodora frontalis,Pacific ambereye,NP shrimp,Motile_epifauna,Motile_epifauna,0.074204454,0.069815009,Arthropoda,Malacostraca,Decapoda,Oplophoridae,Hymenodora,frontalis
66841,Bentheogennema borealis,NA,NA,NA,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Benthesicymidae,Bentheogennema,borealis
66860,Acanthephyra sp.,NA,NA,NA,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Oplophoridae,Acanthephyra,NA
66865,Acanthephyra curtirostris,peaked shrimp,NA,NA,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Oplophoridae,Acanthephyra,curtirostris
66875,Systellaspis braueri,Quale spinytail,NA,NA,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Oplophoridae,Systellaspis,braueri
68000,NA,crab unid.,Gen crab,NA,Motile_epifauna,181.97158,4.282000254,Arthropoda,Malacostraca,Decapoda,NA,NA,NA
68010,Cancer sp.,cancer crab unid.,Misc. crabs,Motile_epifauna,Motile_epifauna,4.333717948,0,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,NA
68011,Romaleon branneri,furrowed rock crab,Misc. crabs,Motile_epifauna,Motile_epifauna,2.561244118,0,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,branneri
68012,Cancer anthonyi,yellow cancer crab,NA,NA,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,anthonyi
68020,Metacarcinus magister,Dungeness crab,Misc. crabs,Motile_epifauna,Motile_epifauna,8922.427955,670.9191091,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,magister
68040,Glebocarcinus oregonensis,Oregon rock crab,Misc. crabs,Motile_epifauna,Motile_epifauna,336.0264804,0.474060957,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,oregonensis
68041,Carcinus maenas,green crab,NA,NA,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,maenas
68050,Cancer productus,red rock crab,Misc. crabs,NA,Motile_epifauna,25.34205174,4.048910843,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,productus
68060,Metacarcinus gracilis,graceful rock crab,Misc. crabs,Motile_epifauna,Motile_epifauna,0,0.069140144,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,gracilis
68065,Xanthidae,NA,Misc. crabs,NA,Motile_epifauna,0.091626455,0,Arthropoda,Malacostraca,Decapoda,Xanthidae,NA,NA
68072,Pinnixa occidentalis,pea crab,Misc. crabs,NA,Motile_epifauna,2.91224439,0,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnixa,occidentalis
68100,Mursia gaudichaudii,NA,NA,NA,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Calappidae,Mursia,gaudichaudii
68500,Majidae,spider crabs unid.,Misc. crabs,Motile_epifauna,Motile_epifauna,125.3939267,0,Arthropoda,Malacostraca,Decapoda,Majidae,NA,NA
68501,Oregonia sp.,NA,Misc. crabs,Motile_epifauna,Motile_epifauna,2.149854403,0,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Oregonia,NA
68502,Oregonia bifurca,split-nose decorator crab,Misc. crabs,Motile_epifauna,Motile_epifauna,46.6777839,0,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Oregonia,bifurca
68510,Oregonia gracilis,graceful decorator crab,Misc. crabs,Motile_epifauna,Motile_epifauna,4696.509905,7.507478509,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Oregonia,gracilis
68511,Macroregonia macrochira,giant spider crab,NA,NA,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Macroregonia,macrochira
68515,Loxorhynchus crispatus,spider crab,NA,NA,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Pisidae,Loxorhynchus,crispatus
68520,Chorilia longipes,longhorned decorator crab,Misc. crabs,Motile_epifauna,Motile_epifauna,108.8380769,118.7410929,Arthropoda,Malacostraca,Decapoda,Pisidae,Chorilia,longipes
68521,Chorilia sp.,NA,NA,NA,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Pisidae,Chorilia,NA
68541,Chionoecetes sp.,Tanner crab unid.,Gen crab,Motile_epifauna,Tanner_crab,1261.35724,122.4093998,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Chionoecetes,NA
68550,Chionoecetes tanneri,grooved Tanner crab,Misc. crabs,Motile_epifauna,Tanner_crab,9238.463661,2461.483024,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Chionoecetes,tanneri
68560,Chionoecetes bairdi,Tanner crab,Bairdi,Tanner_crab,Tanner_crab,224404.1532,5044.462739,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Chionoecetes,bairdi
68570,Chionoecetes angulatus,triangle Tanner crab,Misc. crabs,Motile_epifauna,Tanner_crab,295.8904199,70.95945113,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Chionoecetes,angulatus
68575,Chionoecetes japonicus,Japanese Tanner crab,NA,NA,Tanner_crab,0,0,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Chionoecetes,japonicus
68577,Hyas coarctatus,circumboreal toad crab,Misc. crabs,Motile_epifauna,Motile_epifauna,42.9368357,1.407866847,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Hyas,coarctatus
68578,Hyas lyratus,Pacific lyre crab,Misc. crabs,Motile_epifauna,Motile_epifauna,6865.63013,288.814757,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Hyas,lyratus
68580,Chionoecetes opilio,snow crab,Misc. crabs,Motile_epifauna,Motile_epifauna,124.6104621,2.100957811,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Chionoecetes,opilio
68590,Chionoecetes hybrid,hybrid Tanner crab,Unid Chion,Motile_epifauna,Motile_epifauna,71.54379805,2.371026576,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Chionoecetes,hybrid
68781,Telmessus cheiragonus,helmet crab,Misc. crabs,NA,Motile_epifauna,183.704265,0,Arthropoda,Malacostraca,Decapoda,Cheiragonidae,Telmessus,cheiragonus
69000,Anomura,NA,Gen crab,Motile_epifauna,Motile_epifauna,0.091626455,0,Arthropoda,Malacostraca,Decapoda,NA,NA,NA
69010,Paguridae,hermit crab unid.,Hermit crabs,Motile_epifauna,Motile_epifauna,4139.543142,172.8414825,Arthropoda,Malacostraca,Decapoda,Paguridae,NA,NA
69011,Discorsopagurus schmitti,NA,Hermit crabs,NA,Motile_epifauna,2.751661921,0,Arthropoda,Malacostraca,Decapoda,Paguridae,Discorsopagurus,schmitti
69013,Paguristes turgidus,NA,NA,NA,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Diogenidae,Paguristes,turgidus
69035,Pagurus sp.,NA,Hermit crabs,Motile_epifauna,Motile_epifauna,961.889666,39.11094754,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,NA
69041,Pagurus armatus,blackeyed hermit,Hermit crabs,NA,Motile_epifauna,0,0.67943373,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,armatus
69042,Pagurus brandti,sponge hermit,Hermit crabs,Motile_epifauna,Motile_epifauna,4942.700055,17.53621559,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,brandti
69050,Pagurus townsendi,Townsend hermit crab,Hermit crabs,NA,Motile_epifauna,5.732358587,0,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,townsendi
69060,Pagurus aleuticus,Aleutian hermit,Hermit crabs,Motile_epifauna,Motile_epifauna,5373.758552,283.3813057,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,aleuticus
69061,Labidochirus splendescens,splendid hermit,Hermit crabs,Motile_epifauna,Motile_epifauna,163.048557,30.09078904,Arthropoda,Malacostraca,Decapoda,Paguridae,Labidochirus,splendescens
69070,Pagurus confragosus,knobbyhand hermit,Hermit crabs,Motile_epifauna,Motile_epifauna,1596.466616,198.9557858,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,confragosus
69071,Pagurus caurinus,greenmark hermit,Hermit crabs,NA,Motile_epifauna,1.158634014,0,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,caurinus
69072,Pagurus granosimanus,grainyhand hermit,NA,NA,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,granosimanus
69073,Pagurus hemphilli,maroon hermit,NA,NA,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,hemphilli
69074,Pagurus hirsutiusculus,true hairy hermit,NA,NA,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,hirsutiusculus
69075,Pagurus samuelis,bluehand hermit,Hermit crabs,NA,Motile_epifauna,2.370213891,0,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,samuelis
69080,Pagurus cornutus,hornyhand hermit,Hermit crabs,Motile_epifauna,Motile_epifauna,251.3228464,142.008095,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,cornutus
69082,Pagurus dalli,whiteknee hermit,Hermit crabs,NA,Motile_epifauna,62.56959568,11.67155745,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,dalli
69085,Pagurus kennerlyi,bluespine hermit,Hermit crabs,Motile_epifauna,Motile_epifauna,1391.068633,4.627652131,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,kennerlyi
69086,Pagurus trigonocheirus,fuzzy hermit crab,Hermit crabs,Motile_epifauna,Motile_epifauna,1814.711137,8.309671501,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,trigonocheirus
69087,Pagurus beringanus,Bering hermit,Hermit crabs,NA,Motile_epifauna,51.83582223,0,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,beringanus
69090,Pagurus ochotensis,Alaskan hermit,Hermit crabs,Motile_epifauna,Motile_epifauna,1598.824205,183.6065415,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,ochotensis
69094,Pagurus quaylei,NA,NA,NA,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,quaylei
69095,Pagurus rathbuni,longfinger hermit,Hermit crabs,Motile_epifauna,Motile_epifauna,218.2153658,12.16809937,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,rathbuni
69096,Pagurus stevensae,Stevens hermit crab,Hermit crabs,NA,Motile_epifauna,2.955680246,0,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,stevensae
69097,Pagurus setosus,setose hermit,Hermit crabs,NA,Motile_epifauna,10.72147183,4.393623296,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,setosus
69098,Pagurus undosus,Priblof hermit,NA,NA,Motile_epifauna,0,0,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,undosus
69100,Pagurus tanneri,longhand hermit,Hermit crabs,Motile_epifauna,Motile_epifauna,169.3007639,66.30336016,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,tanneri
69110,Elassochirus tenuimanus,widehand hermit crab,Hermit crabs,NA,Motile_epifauna,3540.375738,7.74977857,Arthropoda,Malacostraca,Decapoda,Paguridae,Elassochirus,tenuimanus
69120,Pagurus capillatus,hairy hermit crab,Hermit crabs,Motile_epifauna,Motile_epifauna,3261.039939,46.41904449,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,capillatus
69121,Elassochirus cavimanus,purple hermit,Hermit crabs,Motile_epifauna,Motile_epifauna,1376.258878,56.15712458,Arthropoda,Malacostraca,Decapoda,Paguridae,Elassochirus,cavimanus
69122,Elassochirus gilli,Pacific red hermit,Hermit crabs,NA,Motile_epifauna,236.3264025,3.368893435,Arthropoda,Malacostraca,Decapoda,Paguridae,Elassochirus,gilli
69123,Elassochirus sp.,NA,Hermit crabs,Motile_epifauna,Motile_epifauna,21.02366502,0,Arthropoda,Malacostraca,Decapoda,Paguridae,Elassochirus,NA
