RACE,SCIENTIFIC,COMMON,ECOPATH_Num,ECOPATH_Name
81910,Cheiraster dawsoni,fragile sea star,89,Sea stars
81908,Cheiraster sp.,(blank),89,Sea stars
81909,Cheiraster sp. A (Clark 2006),Aleutian fragile sea star,89,Sea stars
81840,Cladaster validus,(blank),89,Sea stars
81092,Crossaster borealis,grooved sea star,89,Sea stars
81095,Crossaster papposus,rose sea star,89,Sea stars
81090,Crossaster sp.,(blank),89,Sea stars
81094,Crossaster sp. B (Clark),pink rose star,89,Sea stars
80670,Cryptopeltaster lepidonotus,(blank),89,Sea stars
81780,Ctenodiscus crispatus,common mud star,89,Sea stars
81779,Ctenodiscus sp.,(blank),89,Sea stars
80910,Dermasterias imbricata,leather sea star,89,Sea stars
81360,Diplopteraster multipes,pincushion sea star,89,Sea stars
81361,Diplopteraster sp.,(blank),89,Sea stars
81870,Dipsacaster borealis,northern sea star,89,Sea stars
81875,Dipsacaster eximus,(blank),89,Sea stars
81850,Dipsacaster sp.,(blank),89,Sea stars
80020,Evasterias echinosoma,giant sea star,89,Sea stars
80012,Evasterias retifera,(blank),89,Sea stars
80010,Evasterias sp.,(blank),89,Sea stars
80015,Evasterias troschelii,mottled sea star,89,Sea stars
80602,Gephyreaster swifti,Swift's sea star,89,Sea stars
80543,Henricia aspera,ridged blood star,89,Sea stars
80547,Henricia asthenactis,(blank),89,Sea stars
80541,Henricia clarki,(blank),89,Sea stars
80598,Henricia dyscrita,short-spined Henricia,89,Sea stars
80544,Henricia leviuscula,blood sea star,89,Sea stars
80548,Henricia longispina,(blank),89,Sea stars
80542,Henricia sanguinolenta,sanguine sea star,89,Sea stars
80540,Henricia sp.,(blank),89,Sea stars
80537,Henricia sp. C (Clark 2006),mottled Henricia,89,Sea stars
80561,Henricia sp. E (Clark 2006),slender pale Henricia,89,Sea stars
80549,Henricia spiculifera,spiny Henricia,89,Sea stars
80546,Henricia tumida,tumid sea star,89,Sea stars
81100,Heterozonias alternatus,cannonball sun star,89,Sea stars
80640,Hippasteria californica,(blank),89,Sea stars
80645,Hippasteria heathi,(blank),89,Sea stars
80631,Hippasteria kurilensis,(blank),89,Sea stars
80630,Hippasteria sp.,(blank),89,Sea stars
80633,Hippasteria sp. A (Clark 1999),(blank),89,Sea stars
80634,Hippasteria sp. B (Clark),pale spiny star,89,Sea stars
80637,Hippasteria sp. E (Clark),Alaskan spiny star,89,Sea stars
80650,Hippasteria spinosa,spiny red sea star,89,Sea stars
81365,Hymenaster sp.,pancake star,89,Sea stars
80594,Leptasterias arctica,(blank),89,Sea stars
80596,Leptasterias camtschatica,(blank),89,Sea stars
80115,Leptasterias coei,(blank),89,Sea stars
80110,Leptasterias groenlandica,(blank),89,Sea stars
80111,Leptasterias hexactis,(blank),89,Sea stars
80112,Leptasterias hylodes,Aleutian sea star,89,Sea stars
80591,Leptasterias katharinae,(blank),89,Sea stars
80590,Leptasterias polaris,(blank),89,Sea stars
80595,Leptasterias sp.,(blank),89,Sea stars
80116,Leptasterias truculenta,giant Aleutian six-rayed star,89,Sea stars
81829,Leptychaster anomalus,(blank),89,Sea stars
81835,Leptychaster arcticus,North Pacific sea star,89,Sea stars
81830,Leptychaster pacificus,(blank),89,Sea stars
81820,Leptychaster sp.,(blank),89,Sea stars
80200,Lethasterias nanimensis,blackspined sea star,89,Sea stars
80201,Lethasterias sp.,(blank),89,Sea stars
81130,Lophaster furcilliger,crested sea star,89,Sea stars
81120,Lophaster sp.,(blank),89,Sea stars
81121,Lophaster sp. A (Clark),(blank),89,Sea stars
81122,Lophaster sp. B (Clark),(blank),89,Sea stars
81125,Lophaster vexator,crested star,89,Sea stars
80810,Luidia foliolata,sand sea star,89,Sea stars
80800,Luidia sp.,(blank),89,Sea stars
80710,Mediaster aequalis,vermilion sea star,89,Sea stars
80690,Mediaster sp.,(blank),89,Sea stars
80691,Mediaster tenellus,(blank),89,Sea stars
82090,Myxoderma platyacanthum,(blank),89,Sea stars
82091,Myxoderma sacculatum,(blank),89,Sea stars
81920,Nearchaster aciculosus,(blank),89,Sea stars
81921,Nearchaster pedicellaris,(blank),89,Sea stars
81919,Nearchaster sp.,(blank),89,Sea stars
81912,Nearchaster variabilis,(blank),89,Sea stars
80550,Odontohenricia fisheri,(blank),89,Sea stars
80551,Odontohenricia sp.,(blank),89,Sea stars
80552,Odontohenricia sp. A (Clark),(blank),89,Sea stars
80553,Odontohenricia sp. B (Clark),(blank),89,Sea stars
80106,Orthasterias koehleri,redbanded sea star,89,Sea stars
80105,Orthasterias sp.,(blank),89,Sea stars
80230,Pedicellaster magister,majestic sea star,89,Sea stars
80220,Pedicellaster sp.,(blank),89,Sea stars
80311,Pisaster brevispinus,giant pink star,89,Sea stars
80312,Pisaster ochraceus,purple star,89,Sea stars
80310,Pisaster sp.,(blank),89,Sea stars
80520,Poraniopsis inflata,thorny sea star,89,Sea stars
80620,Pseudarchaster alascensis,(blank),89,Sea stars
80660,Pseudarchaster parelii,scarlet sea star,89,Sea stars
80610,Pseudarchaster sp.,(blank),89,Sea stars
81316,Pteraster jordani,(blank),89,Sea stars
81321,Pteraster marssipus,(blank),89,Sea stars
81320,Pteraster militaris,wrinkled star,89,Sea stars
81355,Pteraster obscurus,obscure sea star,89,Sea stars
81356,Pteraster pulvillus,(blank),89,Sea stars
81310,Pteraster sp.,(blank),89,Sea stars
81313,Pteraster sp. A (Clark 1999),(blank),89,Sea stars
81314,Pteraster sp. B (Clark 1997),(blank),89,Sea stars
81317,Pteraster sp. C (Clark),(blank),89,Sea stars
81312,Pteraster temnochiton,cushion sea star,89,Sea stars
81315,Pteraster tesselatus,(blank),89,Sea stars
80160,Pycnopodia helianthoides,sunflower sea star,89,Sea stars
80120,Rathbunaster californicus,(blank),89,Sea stars
81064,Solaster dawsoni,morning sun sea star,89,Sea stars
81061,Solaster endeca,northern sun sea star,89,Sea stars
81062,Solaster hypothrissus,(blank),89,Sea stars
81080,Solaster paxillatus,evening sun sea star,89,Sea stars
81060,Solaster sp.,(blank),89,Sea stars
81067,Solaster sp. A (Clark 1997),(blank),89,Sea stars
81063,Solaster sp. B,(blank),89,Sea stars
81068,Solaster sp. C (Clark),beautiful sun star,89,Sea stars
81069,Solaster sp. D (Clark),serpent sun star,89,Sea stars
81070,Solaster sp. E (Clark),Kessler sun star,89,Sea stars
81071,Solaster sp. F (Clark),Fisher sun star,89,Sea stars
81072,Solaster sp. G (Clark),ocher sun star,89,Sea stars
81065,Solaster stimpsoni,striped sun sea star,89,Sea stars
80250,Stephanasterias albula,(blank),89,Sea stars
80170,Stylasterias forreri,long-rayed star,89,Sea stars
80171,Stylasterias sp.,(blank),89,Sea stars
80190,Tarsaster alaskanus,(blank),89,Sea stars
30560,Sebastes zacentrus,sharpchin rockfish,59,Sharpchin Rock
99991,(blank),empty barnacle shells,0,Shells
99993,(blank),empty bivalve shells,0,Shells
99994,(blank),empty gastropod shells,0,Shells
99997,(blank),unsorted catch and debris,0,Shells
99999,(blank),unsorted shab,0,Shells
30576,Sebastes borealis,shortraker rockfish,62,Shortraker Rock
30020,Sebastolobus alascanus,shortspine thornyhead,65,Shortspine Thorns
320,Somniosus pacificus,Pacific sleeper shark,27,Sleeper shark
71008,(blank),nudibranch eggs,92,Snails
71405,(blank),limpet unid.,92,Snails
71700,(blank),whelk unid.,92,Snails
71400,Acmaea sp.,(blank),92,Snails
71040,Acteocina sp.,(blank),92,Snails
72063,Aforia circinata,keeled aforia,92,Snails
70115,Amicula vestita,(blank),92,Snails
71960,Ancistrolepis sp.,(blank),92,Snails
71235,Anisodoris lentiginosa,mottled pale sea-lemon,92,Snails
71230,Anisodoris nobilis,Pacific sea lemon,92,Snails
71052,Archidorididae,archidorid nudibranchs,92,Snails
71260,Archidoris odhneri,white night doris,92,Snails
71259,Archidoris sp.,Archidoris nudibranch,92,Snails
72791,Arctomelon borealis,(blank),92,Snails
72789,Arctomelon sp.,(blank),92,Snails
72794,Arctomelon sp. cf. stearnsii (Clark and McLean),(blank),92,Snails
72790,Arctomelon stearnsii,Alaska volute,92,Snails
72792,Arctomelon tamikoae,(blank),92,Snails
71080,Armina californica,California armina,92,Snails
72520,Bathybembix bairdii,(blank),92,Snails
72762,Bathybuccinum clarki,Roger's buccinid,92,Snails
72764,Bathybuccinum ovulum,(blank),92,Snails
71772,Beringius beringii,(blank),92,Snails
71775,Beringius crebricostatus,thick-cord whelk,92,Snails
71780,Beringius eyerdami,(blank),92,Snails
71770,Beringius kennicottii,(blank),92,Snails
71787,Beringius rotundus,rotund whelk,92,Snails
71769,Beringius sp.,(blank),92,Snails
71778,Beringius sp. A (McLean and Clark),Baxter's Beringius,92,Snails
71779,Beringius sp. B (McLean and Clark),two-channeled Beringius,92,Snails
71777,Beringius sp. eggs,(blank),92,Snails
71785,Beringius sp. F (McLean and Clark),(blank),92,Snails
71786,Beringius sp. G (McLean and Clark),(blank),92,Snails
71789,Beringius sp. I (McLean and Clark),(blank),92,Snails
71776,Beringius undatus,(blank),92,Snails
72065,Boreoscala greenlandica,Greenland wentletrap,92,Snails
72402,Boreotrophon alaskanus,Alaskan trophon,92,Snails
72421,Boreotrophon pacificus,(blank),92,Snails
72420,Boreotrophon sp.,(blank),92,Snails
72407,Boreotrophon stuarti,winged trophon,92,Snails
72753,Buccinum aleuticum,Aleut whelk,92,Snails
72757,Buccinum ciliatum,(blank),92,Snails
72754,Buccinum cnismatum,scratched whelk,92,Snails
72748,Buccinum eugrammatum,lirate whelk,92,Snails
72758,Buccinum glaciale,glacial whelk,92,Snails
72784,Buccinum moarchianum,(blank),92,Snails
72747,Buccinum oedematum,swollen whelk,92,Snails
72739,Buccinum picturatum,(blank),92,Snails
72751,Buccinum plectrum,sinuous whelk,92,Snails
72786,Buccinum rondinum,eroded whelk,92,Snails
72752,Buccinum scalariforme,ladder whelk,92,Snails
72746,Buccinum simulatum,(blank),92,Snails
72740,Buccinum sp.,(blank),92,Snails
71002,Buccinum sp. eggs,(blank),92,Snails
72749,Buccinum viridum,turban whelk,92,Snails
71515,Bulbus fragilis,fragile moonsnail,92,Snails
71015,Cadlina luteomarginata,yellow-edged cadlina,92,Snails
71105,Cadlina modesta,(blank),92,Snails
72513,Calliostoma titanium,(blank),92,Snails
72521,Calliotropis carlotta,(blank),92,Snails
71202,Chlamylla sp.,(blank),92,Snails
72525,Cidarina cidaris,(blank),92,Snails
71090,Colga pacifica,Pacific Colga,92,Snails
71715,Colus calathus,(blank),92,Snails
71731,Colus halli,shrew whelk,92,Snails
71721,Colus herendeenii,thin-ribbed whelk,92,Snails
71719,Colus jordani,(blank),92,Snails
71710,Colus sp.,(blank),92,Snails
71726,Colus spitzbergensis,thick-ribbed whelk,92,Snails
71350,Cranopsis major,great puncturella,92,Snails
71681,Crepidula grandis,great slippersnail,92,Snails
71640,Crepidula sp.,slipper shell,92,Snails
70108,Cryptochiton stelleri,giant Pacific chiton,92,Snails
71526,Cryptonatica affinis,Arctic moonsnail,92,Snails
71535,Cryptonatica aleutica,Aleutian moonsnail,92,Snails
71537,Cryptonatica russa,rusty moonsnail,92,Snails
71524,Cryptonatica sp.,(blank),92,Snails
71020,Dendronotus dalli,Dall's dendronotid,92,Snails
71018,Dendronotus sp.,(blank),92,Snails
71269,Diaulula sp. A (Clark 2006),(blank),92,Snails
71357,Diodora aspera,(blank),92,Snails
71250,Dorididae,dorid nudibranch unid.,92,Snails
71570,Euspira lewisii,(blank),92,Snails
71580,Euspira pallida,pale moonsnail,92,Snails
71575,Euspira sp.,(blank),92,Snails
72500,Fusitriton oregonensis,Oregon triton,92,Snails
71003,Fusitriton oregonensis eggs,(blank),92,Snails
72501,Fusitriton sp.,(blank),92,Snails
71001,gastropod eggs,snail  eggs,92,Snails
71500,Gastropoda,snail unid.,92,Snails
71503,Gastropteron pacifica,(blank),92,Snails
71013,Hermissenda crassicornis,thick-horned aeolid,92,Snails
71740,Japelion aleutica,(blank),92,Snails
71741,Japelion sp.,(blank),92,Snails
71742,Japelion sp. A,(blank),92,Snails
71584,Lamellaria sp.,(blank),92,Snails
71592,Lamellaria sp. B (Clark and McLean),(blank),92,Snails
71583,Lamellariidae,lamellarid unid.,92,Snails
70112,Lepidozona abyssicola,(blank),92,Snails
70113,Lepidozona sp.,(blank),92,Snails
70110,Lepidozona trifida,(blank),92,Snails
70125,Leptochiton alveolus,(blank),92,Snails
70124,Leptochiton sp.,(blank),92,Snails
71911,Liomesus ooides,egg whelk,92,Snails
72531,Margarites sp.,(blank),92,Snails
70140,Mopalia egretta,(blank),92,Snails
70126,Mopalia swanii,(blank),92,Snails
71540,Muricidae,(blank),92,Snails
71530,Natica clausa,(blank),92,Snails
71525,Natica sp.,(blank),92,Snails
71510,Naticidae,moonsnails,92,Snails
71511,Naticidae eggs,moonsnail eggs unid.,92,Snails
71810,Neptunea amianta,white neptune,92,Snails
71835,Neptunea borealis,(blank),92,Snails
71884,Neptunea heros,(blank),92,Snails
71883,Neptunea insularis,(blank),92,Snails
71870,Neptunea lyrata,lyre whelk,92,Snails
71840,Neptunea middendorffii,(blank),92,Snails
71820,Neptunea pribiloffensis,Pribilof whelk,92,Snails
71811,Neptunea smirnia,(blank),92,Snails
71800,Neptunea sp.,(blank),92,Snails
71888,Neptunea sp. B (McLean and Clark),(blank),92,Snails
71885,Neptunea sp. E (Clark and McLean),(blank),92,Snails
71004,Neptunea sp. eggs,(blank),92,Snails
71882,Neptunea ventricosa,fat whelk,92,Snails
71542,Nucella lamellosa,frilled dogwinkle,92,Snails
71010,Nudibranchia,nudibranch unid.,92,Snails
72797,Olivella beatica,beatic dwarf olive,92,Snails
71588,Onchidiopsis brevipes,(blank),92,Snails
70122,Placiphorella pacifica,(blank),92,Snails
70119,Placiphorella sp.,(blank),92,Snails
71900,Plicifusus griseus,gray whelk,92,Snails
71891,Plicifusus kroyeri,(blank),92,Snails
71896,Plicifusus oceanodromae,seahorse whelk,92,Snails
71890,Plicifusus sp.,(blank),92,Snails
71899,Plicifusus sp. A (Clark and McLean),(blank),92,Snails
71897,Plicifusus virens,(blank),92,Snails
70100,Polyplacophora,chiton unid.,92,Snails
71351,Puncturella rothi,(blank),92,Snails
71753,Pyrulofusus deformis,warped whelk,92,Snails
71749,Pyrulofusus dexius,(blank),92,Snails
71755,Pyrulofusus harpa,left-hand whelk,92,Snails
71761,Pyrulofusus melonis,(blank),92,Snails
71747,Pyrulofusus sp.,(blank),92,Snails
71752,Pyrulofusus sp. eggs,(blank),92,Snails
72399,Scabrotrophon sp.,(blank),92,Snails
71356,Scelidotoma bella,elegant emarginula,92,Snails
72515,Tegula pulligo,(blank),92,Snails
71012,Tochuina tetraquetra,giant orange tochui,92,Snails
70135,Tonicella insignis,(blank),92,Snails
70134,Tonicella sp.,Tonicella chitons,92,Snails
72380,Torellia ammonia,rams-horn hairysnail,92,Snails
72300,Trichotropidae,(blank),92,Snails
71050,Triopha catalinae,sea-clown triopha,92,Snails
71030,Tritonia diomedea,rosy tritonia,92,Snails
71026,Tritonia festiva,festive Tritonia,92,Snails
71025,Tritonia sp.,(blank),92,Snails
72806,Velutina sp.,(blank),92,Snails
72787,Volutomitra sp.,(blank),92,Snails
71895,Volutopsius callorhinus,(blank),92,Snails
71760,Volutopsius castaneus,volute whelk,92,Snails
71759,Volutopsius filosus,threaded whelk,92,Snails
71756,Volutopsius fragilis,fragile whelk,92,Snails
71764,Volutopsius middendorffii,tulip whelk,92,Snails
71757,Volutopsius regularis,regular whelk,92,Snails
71762,Volutopsius simplex,simple whelk,92,Snails
71750,Volutopsius sp.,(blank),92,Snails
71751,Volutopsius sp. eggs,(blank),92,Snails
91002,(blank),hairy lemon sponge,101,Sponges
91005,(blank),vase sponge unid.,101,Sponges
91051,(blank),neon yellow vase sponge,101,Sponges
91055,(blank),brain sponge,101,Sponges
91056,(blank),funnel sponge,101,Sponges
91071,(blank),staghorn sponge,101,Sponges
91072,(blank),orange ball sponge,101,Sponges
91076,(blank),orange sponge,101,Sponges
91077,(blank),yellow bowl sponge,101,Sponges
91080,(blank),yellow green papillate sponge,101,Sponges
91081,(blank),yellow papillate sponge,101,Sponges
91083,(blank),orange encrusting sponge,101,Sponges
91084,(blank),firm yellow green sponge,101,Sponges
91090,(blank),orange papillate sponge,101,Sponges
91260,(blank),lobed tree sponge,101,Sponges
91048,Acanthascus sp.,(blank),101,Sponges
91103,Acanthascus sp. A,angel-hair vase sponge,101,Sponges
91030,Aphrocallistes vastus,clay pipe sponge,101,Sponges
91251,Asbestopluma sp. A (Clark 2006),fuzzy sponge,101,Sponges
91710,Aulosaccus schulzei,vase sponge,101,Sponges
91064,Axinella blanca,firm finger sponge,101,Sponges
91230,Axinella sp.,firm gray sponge,101,Sponges
91089,Cladocroce attu,rough hat sponge,101,Sponges
91045,Coelosphaeridae,ginseng sponge,101,Sponges
91255,Cornulum clathriata,lattice sponge,101,Sponges
99988,Craniella arb,(blank),101,Sponges
99981,Craniella craniana,baseball sponge,101,Sponges
99985,Craniella sigmoancoratum,spiny ball sponge,101,Sponges
99987,Craniella sp.,puffball sponges,101,Sponges
99982,Craniella spinosa,furry ball sponge,101,Sponges
91127,Craniella villosa,(blank),101,Sponges
91010,Demospongia,(blank),101,Sponges
91063,Echinoclathria beringensis,hat sponge,101,Sponges
91239,Echinoclathria sp.,(blank),101,Sponges
91238,Echinoclathria sp. A (Clark 2006),fuzzy tree sponge,101,Sponges
91092,Esperiopsis flagrum,cheesestick sponge,101,Sponges
91721,Farrea beringiana,Bering lace sponge,101,Sponges
91720,Farrea sp.,(blank),101,Sponges
91046,Geodia mesotriaena,(blank),101,Sponges
91047,Geodia sp.,(blank),101,Sponges
91100,Geodia starki,pita sponge,101,Sponges
91705,Geodinella lendenfeldi,calcareous finger sponge,101,Sponges
91241,Halichondria oblonga,(blank),101,Sponges
91050,Halichondria panicea,barrel sponge,101,Sponges
91079,Halichondria sitiens,black papillate sponge,101,Sponges
91262,Halichondria sitiens,(blank),101,Sponges
91049,Halichondria sp.,(blank),101,Sponges
91035,Heterochone calyx,goblet sponge,101,Sponges
91036,Heterochone tenerum,crusty tube sponge,101,Sponges
91700,Hexactinellida,glass sponge unid.,101,Sponges
91066,Histodermella kagigunensis,spud sponge,101,Sponges
91070,Hyalonema sp.,fiberoptic sponge,101,Sponges
91228,Hymeniacidon assimilis,(blank),101,Sponges
91257,Isodictya palmata,prickly pear sponge,101,Sponges
91226,Latrunculia oparinae,green papillate sponge,101,Sponges
91225,Latrunculia sp.,(blank),101,Sponges
91227,Latrunculia sp. B (Clark 2006),smooth green sponge,101,Sponges
91052,Leucandra heathi,spiny vase sponge,101,Sponges
91097,Leucandra sp.,(blank),101,Sponges
91087,Leucandra tuba,(blank),101,Sponges
91073,Leucosolenia sp.,(blank),101,Sponges
91261,Monanchora alaskensis,(blank),101,Sponges
91068,Monanchora pulchra,yellow leafy sponge,101,Sponges
91042,Mycale adhaerens,smooth scallop sponge,101,Sponges
91054,Mycale bellabellensis,lampshade sponge,101,Sponges
91086,Mycale carlilei,trumpet sponge,101,Sponges
91040,Mycale loveni,tree sponge,101,Sponges
91039,Mycale sp.,(blank),101,Sponges
91094,Mycale tylota,slimy kelp sponge,101,Sponges
91109,Mycalecarmia lobata,cotton ball sponge,101,Sponges
91062,Myxilla brunnea,soft brown sponge,101,Sponges
91060,Myxilla incrustans,scallop sponge,101,Sponges
91061,Myxilla lacunosa,sulfur sponge,101,Sponges
91093,Neoesperiopsis digitata,(blank),101,Sponges
91088,Neoesperiopsis rigida,soft finger sponge,101,Sponges
91065,Pachastrellidae sp. 1,mushroom sponge,101,Sponges
91038,Phakellia sp.,(blank),101,Sponges
91101,Phorbas paucistylifer,(blank),101,Sponges
91215,Plakina tanaga,white convoluted sponge,101,Sponges
91110,Polymastia fluegeli,Flugel's nippled sponge,101,Sponges
91078,Polymastia pachymastia,black-orange spud sponge,101,Sponges
91075,Polymastia pacifica,(blank),101,Sponges
91111,Polymastia robusta,long nippled sponge,101,Sponges
91074,Polymastia sp.,(blank),101,Sponges
91113,Polymastia sp. A (Clark 2006),prolific nipple sponge,101,Sponges
91082,Polymastia sp. B (Clark 2006),orange nipple ball sponge,101,Sponges
91114,Polymastia sp. C (Clark 2006),red nipple sponge,101,Sponges
91000,Porifera,sponge unid.,101,Sponges
91018,Pseudosuberites montiniger,peach sponge,101,Sponges
91725,Regadrella okinoseana,lacy basket sponge,101,Sponges
91053,Rhabdocalyptus sp.,cloud sponge,101,Sponges
91201,Scypha ciliata,hairy urn sponge,101,Sponges
91059,Semisuberites cribrosa,cat-o-nine-tails sponge,101,Sponges
91701,Staurocalyptus sp.,(blank),101,Sponges
91105,Stelletta sp.,stone sponge,101,Sponges
91237,Stelodoryx alaskensis,Alaskan lobed sponge,101,Sponges
91057,Stelodoryx oxeata,scapula sponge,101,Sponges
91020,Suberites domuncula,hermit sponge,101,Sponges
91016,Suberites ficus,(blank),101,Sponges
91015,Suberites sp.,(blank),101,Sponges
91017,Suberites sp. A (Clark 2006),wax sponge,101,Sponges
91220,Tedania dirhaphis,rough bread crumb sponge,101,Sponges
91067,Tedania kagalaskai,club sponge,101,Sponges
91221,Tedania sp.,(blank),101,Sponges
91125,Tentorium semisuberites,two nipple sponge,101,Sponges
91069,Tethya sp.,ball sponge,101,Sponges
99986,Tetilla sp.,(blank),101,Sponges
91121,Vulcanella sp.,(blank),101,Sponges
91120,Vulcanella sp. 1,fuzzy cratered sponge,101,Sponges
91112,Weberella bursa,pale mammilated sponge,101,Sponges
79443,Belonella borealis,(blank),74,Squids
79211,Berryteuthis anonychus,(blank),74,Squids
79210,Berryteuthis magister,magistrate armhook squid,74,Squids
79404,Chiroteuthis calyx,(blank),74,Squids
79403,Chiroteuthis sp.,(blank),74,Squids
79405,Cranchia scabra,sandpaper squid,74,Squids
79406,Cranchiidae,(blank),74,Squids
79000,Decapodiformes,squid unid.,74,Squids
79120,Doryteuthis opalescens,California market squid,74,Squids
79340,Galiteuthis phyllura,(blank),74,Squids
79199,Gonatidae,(blank),74,Squids
79252,Gonatopsis borealis,boreopacific armhook squid,74,Squids
79254,Gonatopsis makko,makko armhook squid,74,Squids
79250,Gonatopsis sp.,(blank),74,Squids
79202,Gonatus berryi,Berry armhook squid,74,Squids
79201,Gonatus onyx,clawed armhook squid,74,Squids
79203,Gonatus pyros,fiery armhook squid,74,Squids
79200,Gonatus sp.,(blank),74,Squids
79511,Histioteuthis dofleini,(blank),74,Squids
79512,Histioteuthis hoylei,(blank),74,Squids
79509,Histioteuthis sp.,jewel squids,74,Squids
79302,Moroteuthis robusta,robust clubhook squid,74,Squids
79504,Octopoteuthis deletron,(blank),74,Squids
79312,Onychoteuthis borealijaponicus,boreal clubhook squid,74,Squids
79020,Rossia pacifica,eastern Pacific bobtail,74,Squids
79513,Stigmatoteuthis dofleini,(blank),74,Squids
79001,Taningia danae,rhomboid squid,74,Squids
79442,Taonius pavo,(blank),74,Squids
99998,Polychaete tubes,(blank),0,Tubes
41000,Anthozoa,(blank),0,UNID
68590,Chionoecetes hybrid,hybrid Tanner crab,0,Unid Chion
82650,(blank),heart urchin unid.,91,Urchins dollars cucumbers
82730,(blank),sand dollar unid.,91,Urchins dollars cucumbers
82750,(blank),crinoid unid.,91,Urchins dollars cucumbers
82530,Allocentrotus fragilis,orange-pink sea urchin,91,Urchins dollars cucumbers
82535,Allocentrotus sp.,(blank),91,Urchins dollars cucumbers
85205,Apostichopus japonicus,(blank),91,Urchins dollars cucumbers
85180,Bathyplotes sp.,(blank),91,Urchins dollars cucumbers
82675,Brisaster latifrons,heart urchin,91,Urchins dollars cucumbers
82676,Brisaster owstoni,(blank),91,Urchins dollars cucumbers
82660,Brisaster sp.,(blank),91,Urchins dollars cucumbers
82670,Brisaster townsendi,(blank),91,Urchins dollars cucumbers
85201,Cucumaria fallax,sea football,91,Urchins dollars cucumbers
85202,Cucumaria frondosa,(blank),91,Urchins dollars cucumbers
85010,Cucumaria japonica,(blank),91,Urchins dollars cucumbers
85200,Cucumaria sp.,(blank),91,Urchins dollars cucumbers
82741,Dendraster excentricus,(blank),91,Urchins dollars cucumbers
82500,Echinacea,sea urchin unid.,91,Urchins dollars cucumbers
82740,Echinarachnius parma,parma sand dollar,91,Urchins dollars cucumbers
85167,Eupentacta quinquesemita,(blank),91,Urchins dollars cucumbers
82775,Fariometra sp.,dwarf feather star,91,Urchins dollars cucumbers
82761,Florometra acririma,(blank),91,Urchins dollars cucumbers
82771,Florometra asperrima,common northern feather star,91,Urchins dollars cucumbers
82765,Florometra inexpectata,(blank),91,Urchins dollars cucumbers
82770,Florometra serratissima,featherstar crinoid,91,Urchins dollars cucumbers
82760,Florometra sp.,(blank),91,Urchins dollars cucumbers
82755,Heliometra glacialis,(blank),91,Urchins dollars cucumbers
85000,Holothuroidea,sea cucumber unid.,91,Urchins dollars cucumbers
85120,Molpadia intermedia,sweet sea potato,91,Urchins dollars cucumbers
85115,Molpadia sp.,(blank),91,Urchins dollars cucumbers
85270,Pannychia moseleyi,deep sea papillate cucumber,91,Urchins dollars cucumbers
85269,Pannychia sp.,(blank),91,Urchins dollars cucumbers
85020,Parastichopus californicus,California sea cucumber,91,Urchins dollars cucumbers
85016,Parastichopus leukothele,giant orange cucumber,91,Urchins dollars cucumbers
85015,Parastichopus sp.,(blank),91,Urchins dollars cucumbers
85169,Pentamera lissoplaca,crescent sea cucumber,91,Urchins dollars cucumbers
85170,Pentamera sp.,(blank),91,Urchins dollars cucumbers
85171,Pentamera sp. A (Clark 2006),(blank),91,Urchins dollars cucumbers
82772,Psathyrometra fragilis,(blank),91,Urchins dollars cucumbers
85070,Pseudostichopus mollis,sandy sea cucumber,91,Urchins dollars cucumbers
85060,Pseudostichopus sp.,(blank),91,Urchins dollars cucumbers
85209,Psolidae,(blank),91,Urchins dollars cucumbers
85219,Psolus fabricii,brownscaled sea cucumber,91,Urchins dollars cucumbers
85222,Psolus japonicus,(blank),91,Urchins dollars cucumbers
85211,Psolus phantapus,(blank),91,Urchins dollars cucumbers
85210,Psolus sp.,(blank),91,Urchins dollars cucumbers
85213,Psolus sp. A (Clark 2006),(blank),91,Urchins dollars cucumbers
85220,Psolus squamatus,whitescaled sea cucumber,91,Urchins dollars cucumbers
82757,Retiometra alascana,Alaskan crinoid,91,Urchins dollars cucumbers
82510,Strongylocentrotus droebachiensis,green sea urchin,91,Urchins dollars cucumbers
82515,Strongylocentrotus echinoides,(blank),91,Urchins dollars cucumbers
82520,Strongylocentrotus franciscanus,red sea urchin,91,Urchins dollars cucumbers
82526,Strongylocentrotus pallidus,white sea urchin,91,Urchins dollars cucumbers
82522,Strongylocentrotus polyacanthus,(blank),91,Urchins dollars cucumbers
82525,Strongylocentrotus purpuratus,purple sea urchin,91,Urchins dollars cucumbers
82511,Strongylocentrotus sp.,(blank),91,Urchins dollars cucumbers
82527,Strongylocentrotus sp. A,(blank),91,Urchins dollars cucumbers
82528,Strongylocentrotus sp. B,(blank),91,Urchins dollars cucumbers
85290,Synallactes challengeri,(blank),91,Urchins dollars cucumbers
85289,Synallactes sp.,(blank),91,Urchins dollars cucumbers
85287,Synallactes sp. A (Clark 2006),(blank),91,Urchins dollars cucumbers
85260,Thylonidium sp.,(blank),91,Urchins dollars cucumbers
98300,(blank),compound ascidian unid.,99,Urochordata
98330,(blank),brown leafy compound tunicate,99,Urochordata
99910,(blank),neon yellow ascidian,99,Urochordata
98303,Amaroucium soldatovi,(blank),99,Urochordata
98302,Amaroucium sp.,(blank),99,Urochordata
98219,Aplidium californicum,(blank),99,Urochordata
98311,Aplidium n. sp. A,orange aplidium,99,Urochordata
98310,Aplidium sp. A (Clark 2006),sea glob,99,Urochordata
98322,Ascidia paratropa,glassy tunicate,99,Urochordata
